,0
0,0.15
1,0.0
2,0.0
3,0.24208826432
4,0.0
5,0.26802450848
6,0.0
7,-0.88879699929
8,0.0
9,-0.93767635169
10,0.0
11,0.54261341004
12,0.0
13,0.0
14,0.29106212331
15,0.0
16,0.0
17,0.35474360579
18,0.23999837104
19,0.0
20,0.0
21,0.0
22,0.0
23,0.018293060277
24,1.399999766
25,-2.0060981086
26,0.35871544961
27,0.0
28,0.0
29,0.0
30,0.27663200209
31,0.26374311488
32,0.0
33,0.096613880205
34,0.0
35,0.23670298527
36,0.0
37,0.0
38,0.0
39,0.35020499418
40,0.0
41,0.33974397154
42,0.0
43,0.0
44,0.0
45,0.043949710719
46,0.0
47,0.0
48,0.83630675452
49,0.0
50,0.0
51,0.0
52,0.0
53,0.39895141386
54,0.22710119253
55,0.14998301257
56,0.0
57,0.0
58,1.0313108959
59,0.0
60,-0.020562103294
61,0.13091578216
62,0.0
63,0.0
64,-0.66999989524
65,-0.6699998922
66,0.0
67,0.0
68,-1.9936876849
69,0.28418198937
70,0.0
71,-0.053411794446
72,-0.022109368631
73,0.089999999765
74,0.0
75,0.23
76,0.699999951
77,0.0
78,0.0
79,0.12446167934
80,0.0
81,0.0
82,0.0
83,0.0
84,0.23
85,0.0
86,0.035575528326
87,0.0
88,-0.39037574333
89,0.49411756606
90,0.048145298878
91,0.09
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,-0.032046875243
99,0.58043014896
100,0.0
101,0.0
102,0.2148872355
103,0.22999993293
104,0.21430131144
105,0.0
106,0.018383634052
107,0.0
108,0.0
109,0.17748467442
110,-0.0019063564491
111,0.12621352925
112,-0.066032188217
113,0.0
114,0.0
115,0.48204816791
116,0.0
117,0.0
