,0
0,0.0
1,0.010033349774
2,0.014836609526
3,0.073542307076
4,0.081068150285
5,0.038087916102
6,0.031419373309
7,0.16145184962
8,0.28348020353
9,0.41410591138
10,0.03393994014
11,0.026267879748
12,0.011370684362
13,0.013554762899
14,0.0048119849977
15,0.020467656726
16,0.046131070072
17,0.0095553698144
18,0.00060434732729
19,0.013690541769
20,0.037628367057
21,0.076647115348
22,0.15353457959
23,0.14878914583
24,0.27277872523
25,0.30333490653
26,0.062813508175
27,0.037896168834
28,0.02412355283
29,0.12640771689
30,0.026340531186
31,0.054267911467
32,-0.0042944319175
33,0.0051203024775
34,-0.0019774245736
35,-0.002195122619
36,0.012953932801
37,0.094862230121
38,-0.040091751445
39,-0.057352489815
40,-0.064335277316
41,-0.039736603266
42,0.0029042889412
43,0.03972121936
44,0.068199605878
45,0.11274787162
46,0.1490280431
47,0.13814397854
48,0.1540246614
49,0.11937561947
50,0.076142886302
51,0.060795363306
52,0.045030914262
53,0.058070784481
54,0.053636439861
55,0.056629645521
56,0.07683508049
57,0.063251588742
58,0.12547630451
59,0.18547856538
60,0.19928757853
61,0.19036395318
62,0.17941985802
63,0.20761864666
64,0.26020494766
65,0.2627195551
66,0.21590892347
67,0.25791742484
68,0.29527775764
69,0.17071308676
70,0.16499808335
71,0.14691200407
72,0.16259717886
73,0.15344646226
74,0.17515410493
75,0.15617429985
76,0.2399084912
77,0.23568987284
78,0.24161526605
79,0.28200700562
80,0.26643476864
81,0.24769914899
82,0.26491648167
83,0.30352422927
84,0.32715064015
85,0.30819940802
86,0.31413040348
87,0.37746597354
88,0.44220113508
89,0.3418446689
90,0.33952960367
91,0.35033145337
92,0.30453561602
93,0.27172977204
94,0.25663318236
95,0.25445672096
96,0.26229831127
97,0.25484817662
98,0.24640090877
99,0.26304724352
100,0.28645748741
101,0.32749938955
102,0.20467345617
103,0.1574145642
104,0.13963537702
105,0.13691118272
106,0.093883233606
107,0.12281387297
108,0.11647924548
109,0.10500377273
110,0.12996391158
111,0.063144397294
112,0.045994957008
113,0.049449205761
114,0.049354857025
115,0.25109517122
116,0.0022871869892
117,0.15910902759
