,0
0,8.695556402206421
1,8.041256427764893
2,8.187474250793457
3,8.012904405593872
4,7.826990604400635
5,10.673293590545654
6,8.498805522918701
7,8.355863571166992
8,8.209702730178833
9,8.139320373535156
10,8.365781784057617
11,8.352463722229004
12,8.563105344772339
13,8.09842562675476
14,8.38072657585144
15,8.40061330795288
16,8.58640456199646
17,8.266723155975342
18,8.305799961090088
19,8.490012168884277
20,8.348658323287964
21,8.05492639541626
22,8.01992392539978
23,8.299800157546997
24,8.17884349822998
25,8.198964357376099
26,8.084756851196289
27,8.331742525100708
28,7.830846548080444
29,8.190551996231079
30,8.087373733520508
31,8.280158519744873
32,8.146343231201172
33,8.378774881362915
34,8.470644235610962
35,8.536436557769775
36,8.18214201927185
37,8.018565654754639
38,8.099940776824951
39,8.180055141448975
40,7.980240345001221
41,8.254942417144775
42,8.023924350738525
43,8.200138092041016
44,8.135011196136475
45,8.235021591186523
46,8.264960527420044
47,8.150218725204468
48,8.104994297027588
49,8.37997317314148
