,0
0,8988.6429293
1,8988.2159848
2,9006.7636333
3,8988.2339449
4,9046.5658879
5,9076.2214778
6,9004.3038023
7,9028.7227502
8,9026.7702953
9,9006.5506832
10,9088.7070954
11,8988.6352614
12,9005.3412038
13,9081.5969375
14,8997.2460899
15,8989.2376794
16,9028.3544084
17,9084.6237669
18,8989.0979356
19,8990.5926086
20,9035.530918
21,9070.9471601
22,9166.2059015
23,9090.8478308
24,9047.6654779
25,8992.5362231
26,9000.6105947
27,9075.5210113
28,8988.5580382
29,8988.2159848
30,8992.1024676
31,9090.3597843
32,8994.8509617
33,9004.4486604
34,9075.511794
35,9045.6865262
36,9045.6383519
37,9027.51805
38,9006.1322119
39,8992.8511803
40,9103.0471346
41,8989.0011181
42,8988.115643
43,8988.2642466
44,8992.3493298
45,9044.663536
46,9004.9648761
47,9004.3038023
48,8994.778061
49,9075.7819039
