,0
0,0.15
1,0.0
2,0.0
3,0.22020411288
4,0.0
5,0.26523698291
6,0.0
7,-0.85527019235
8,0.0
9,-0.91756188459
10,0.0
11,0.53661670432
12,0.0
13,0.0
14,0.27368566943
15,0.0
16,0.0
17,0.33589641443
18,0.24
19,0.0
20,0.0
21,0.0
22,0.0
23,0.02072293477
24,1.4
25,-1.9821406335
26,0.35849689951
27,0.0
28,0.0
29,0.0
30,0.27172521127
31,0.26365149969
32,0.0
33,0.067868737998
34,0.0
35,0.23765496243
36,0.0
37,0.0
38,0.0
39,0.34997895172
40,0.0
41,0.3398710731
42,0.0
43,0.0
44,0.0
45,-0.0095670444155
46,0.0
47,0.0
48,0.83454517309
49,0.0
50,0.0
51,0.0
52,0.0
53,0.39735161312
54,0.22878012948
55,0.15
56,0.0
57,0.0
58,1.0256130441
59,0.0
60,-0.023297421604
61,0.13795521768
62,0.0
63,0.0
64,-0.62668116086
65,-0.6301937313
66,0.0
67,0.0
68,-2.2529648541
69,0.32
70,0.0
71,-0.052061153261
72,-0.015019372268
73,0.09
74,0.0
75,0.23
76,0.7
77,0.0
78,0.0
79,0.050924130361
80,0.0
81,0.0
82,0.0
83,0.0
84,0.23
85,0.0
86,0.044381983199
87,0.0
88,-0.35281705821
89,0.49427288532
90,0.049557484294
91,0.09
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,-0.032089887135
99,0.59502453933
100,0.0
101,0.0
102,0.22511945189
103,0.23
104,0.20546425424
105,0.0
106,0.092399129413
107,0.0
108,0.0
109,0.23
110,0.017135949181
111,0.14231355258
112,-0.091462297691
113,0.0
114,0.0
115,0.88017371693
116,0.0
117,0.0
