,0
0,0.0
1,0.010054243395
2,0.014834434931
3,0.073555350686
4,0.08104556022
5,0.038108476843
6,0.031445623504
7,0.16136411182
8,0.28342043585
9,0.41391566554
10,0.033964568479
11,0.026306993373
12,0.011407827545
13,0.013609472615
14,0.004922513768
15,0.020493828097
16,0.046139930368
17,0.0097024570645
18,0.00069849927719
19,0.013757050401
20,0.037684142984
21,0.07669307171
22,0.15355378932
23,0.14875206645
24,0.27281328502
25,0.30337048764
26,0.06287160791
27,0.037960290221
28,0.024203155775
29,0.12631827184
30,0.026432907751
31,0.054335827614
32,-0.0043188549534
33,0.0049763475985
34,-0.0021332889429
35,-0.0023501179806
36,0.012794007956
37,0.094699280703
38,-0.040239309934
39,-0.057492910528
40,-0.064471505296
41,-0.039860785898
42,0.0028056249239
43,0.039714228818
44,0.068155139716
45,0.11264639614
46,0.148924192
47,0.13800752233
48,0.15393343159
49,0.11928795493
50,0.076060291232
51,0.060714354415
52,0.044953846101
53,0.057996641142
54,0.053556042307
55,0.056553400458
56,0.076754015455
57,0.063171723716
58,0.12541359498
59,0.18541120483
60,0.19922433701
61,0.19027388508
62,0.17935483976
63,0.20755622334
64,0.26014625421
65,0.26264854434
66,0.21582831751
67,0.25796651482
68,0.29511296065
69,0.17058334893
70,0.16481507171
71,0.14676835104
72,0.1623569107
73,0.1544079995
74,0.17563613824
75,0.15639886535
76,0.24014482004
77,0.23589366969
78,0.2417938545
79,0.28211206755
80,0.26669290081
81,0.24869903195
82,0.26669762086
83,0.30471703836
84,0.32803009451
85,0.30872563288
86,0.3144416567
87,0.37814157358
88,0.44267767584
89,0.34229017716
90,0.33993750367
91,0.35073411063
92,0.3049235116
93,0.27209091828
94,0.25703746099
95,0.25494889569
96,0.26260203875
97,0.25497788931
98,0.24655338696
99,0.26321779907
100,0.28672094839
101,0.32785412866
102,0.2048405332
103,0.15757056174
104,0.13978457607
105,0.13706220287
106,0.094025395541
107,0.12309350595
108,0.11680675071
109,0.10545578997
110,0.13006088566
111,0.063147672487
112,0.046191523027
113,0.049507817098
114,0.049412346777
115,0.25101871473
116,0.0023133458014
117,0.15943494557
