,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
1,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
2,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
3,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
4,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
5,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
6,1.05,1.0340902991,1.0173353265,1.0121775963,1.0198136866,1.0399538331,1.0246440931,1.05,1.0214930383,1.0167828577,1.0243133679,1.024555636,1.0188651374,1.0016389501
7,1.05,1.0292633391,1.0043268745,1.0024683315,1.0090085576,1.0153988348,1.0109251778,1.05,1.00771458,1.0013323987,1.0047180299,1.000236284,0.99577541437,0.98357390169
8,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
9,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
10,1.05,1.0291713506,1.0015690892,1.0081183708,1.0134560634,1.0169027293,1.011163945,1.05,1.0106342533,1.0041810525,1.0070869419,1.0017216743,0.99767757884,0.98610806057
11,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
12,1.05,1.0289364155,1.001034107,1.0059698878,1.0141091899,1.0338815743,1.0172879337,1.05,1.0140183872,1.0094551163,1.017526876,1.0183078031,1.0124278684,0.99445906165
13,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
14,1.05,1.0292633391,1.0043268745,1.0024683315,1.0090085576,1.0153988348,1.0109251778,1.05,1.00771458,1.0013323987,1.0047180299,1.000236284,0.99577541437,0.98357390169
15,1.05,1.0351325974,1.0255348389,1.0119096917,1.0169450108,1.0212818426,1.0128333951,1.05,1.0119951547,1.0059639854,1.0100167017,1.0060601987,1.0015674105,0.98861660813
16,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
17,1.05,1.0292633391,1.0043268745,1.0024683315,1.0090085576,1.0153988348,1.0109251778,1.05,1.00771458,1.0013323987,1.0047180299,1.000236284,0.99577541437,0.98357390169
18,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
19,1.05,1.0344575608,1.0179626875,1.0136194124,1.0188444662,1.0237264642,1.0215435086,1.05,1.0201241982,1.013294106,1.0151324073,1.0088234876,1.0050516888,0.99484431473
20,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
21,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
22,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
23,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
24,1.05,1.0321137346,1.0041991693,1.0157310295,1.0247822482,1.0479532908,1.0299677721,1.05,1.0260678513,1.0217702289,1.0305437329,1.0325080682,1.0262903939,1.0074471307
25,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
26,1.05,1.0291713506,1.0015690892,1.0081183708,1.0134560634,1.0169027293,1.011163945,1.05,1.0106342533,1.0041810525,1.0070869419,1.0017216743,0.99767757884,0.98610806057
27,1.05,1.0284964251,1.0073339397,1.0030733224,1.0089681075,1.0221348386,1.0122793591,1.05,1.0102945719,1.0046724266,1.0097398843,1.0067584416,1.0020268774,0.98783689129
28,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
29,1.05,1.0291713506,1.0015690892,1.0081183708,1.0134560634,1.0169027293,1.011163945,1.05,1.0106342533,1.0041810525,1.0070869419,1.0017216743,0.99767757884,0.98610806057
30,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
31,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
32,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
33,1.05,1.0292633391,1.0043268745,1.0024683315,1.0090085576,1.0153988348,1.0109251778,1.05,1.00771458,1.0013323987,1.0047180299,1.000236284,0.99577541437,0.98357390169
34,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
35,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
36,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
37,1.05,1.0329368437,1.0101306076,1.0130441511,1.0227073609,1.0476787806,1.0280436698,1.05,1.0226876634,1.0186414211,1.0285013133,1.032078226,1.0252966221,1.0048945811
38,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
39,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
40,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
41,1.05,1.0289581021,1.0011904936,1.0071857746,1.014144669,1.0227051387,1.0140669016,1.05,1.011695628,1.0058537936,1.0105345078,1.0074614026,1.0026497963,0.98890086487
42,1.05,1.0269723783,0.99799870577,1.0076130721,1.0130999217,1.0166164801,1.0139708054,1.05,1.013025772,1.0061785862,1.0080369861,1.0015559161,0.99784868224,0.98754850882
43,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
44,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
45,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
46,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
47,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
48,1.05,1.0274082856,1.0008451366,1.0063520851,1.0120722684,1.0167598701,1.0136891956,1.05,1.0120141634,1.0053018302,1.007591802,1.0016921949,0.99775850641,0.98693922547
49,1.05,1.0265656187,0.99608233139,0.99850216593,1.0049986286,1.0186412396,1.0095092944,1.0497805676,1.0067838189,1.0011128042,1.0061733444,1.0032298043,0.99843895011,0.98421716734
