,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
1,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
2,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
3,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
4,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
5,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
6,0,-0.049216668178,-0.11915939389,-0.11666795112,-0.098425861361,-0.15189247248,-0.16290811387,-0.16290811387,-0.18676656856,-0.18590493623,-0.1714260007,-0.16924192279,-0.17222524285,-0.19907890775
7,0,-0.073248830273,-0.18176726705,-0.16148190434,-0.13879837398,-0.24206079845,-0.2213661004,-0.2213661004,-0.25177859609,-0.25561750858,-0.25142293475,-0.25826261018,-0.25964033491,-0.2745248711
8,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
9,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
10,0,-0.070072826038,-0.19044491449,-0.14833024568,-0.12766566434,-0.21797903788,-0.16966681902,-0.12224627767,-0.21120104429,-0.21789492746,-0.22038670957,-0.23296940726,-0.23316621201,-0.23994555395
11,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
12,0,-0.070472836837,-0.19193982355,-0.15096051403,-0.12606744756,-0.182516209,-0.19695840393,-0.19695840393,-0.22048723746,-0.21913815216,-0.20338123457,-0.20027383179,-0.20346259949,-0.23197684335
13,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
14,0,-0.073248830273,-0.18176726705,-0.16148190434,-0.13879837398,-0.24206079845,-0.2213661004,-0.2213661004,-0.25177859609,-0.25561750858,-0.25142293475,-0.25826261018,-0.25964033491,-0.2745248711
15,0,-0.047396672513,-0.094508122054,-0.12029043554,-0.10551897403,-0.20539828909,-0.18086306091,-0.18086306091,-0.21148588556,-0.21588961771,-0.21315490114,-0.22119039777,-0.22227094099,-0.23530075436
16,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
17,0,-0.073248830273,-0.18176726705,-0.16148190434,-0.13879837398,-0.24206079845,-0.2213661004,-0.2213661004,-0.25177859609,-0.25561750858,-0.25142293475,-0.25826261018,-0.25964033491,-0.2745248711
18,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
19,0,-0.048695665468,-0.11718537671,-0.11364835532,-0.099700649514,-0.18630253999,-0.13575872357,-0.088820362541,-0.17726193779,-0.18427320863,-0.18770021305,-0.20088643097,-0.20094649388,-0.20641656658
20,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
21,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
22,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
23,0,-0.086855114528,-0.22822448652,-0.1831047488,-0.15626644291,-0.26095959654,-0.24207654985,-0.24207654985,-0.27193514206,-0.27551063909,-0.27077336007,-0.27720769476,-0.27860624498,-0.29413280164
24,0,-0.053064616883,-0.17013745823,-0.10816163035,-0.086727998413,-0.084698201561,-0.10523195221,-0.058677785934,-0.13345164001,-0.13004865611,-0.10989924275,-0.1028162979,-0.1067234157,-0.14022788098
