,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.090596807886,0.20665689236,0.0,0.0,0.24,0.0,0.15114222115,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.1905516596,0.2489155087,0.0,0.0,0.24,0.0,0.23291832684,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.14324873682,0.26128534904,0.0,0.0,0.24,0.0,0.23827070939,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.14861439479,0.26719528598,0.0,0.0,0.24,0.0,0.19499102829,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.1905516596,0.2489155087,0.0,0.0,0.24,0.0,0.23291832684,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.087640606897,0.19498997625,0.0,0.0,0.24,0.0,0.22154377059,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.1905516596,0.2489155087,0.0,0.0,0.24,0.0,0.23291832684,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.24885157699,0.31103798259,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
