,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.05,1.0309060234555791,1.023611269298402,1.0042408128722842,1.05,1.05,1.0300000000000002,0.9,1.0,0.95,0.05,0.05,0.1176491912262318,1.0,0.0,0.0,0.0,9386.055582420602,1.4305114759416426e-07,0.0,0.0,1.9294076001803397e-30,0.0,9386.198633568196
1,1.05,1.0293171510762975,1.0029079118816084,1.0044824206593166,1.05,1.0472939726858157,0.98,0.97,1.0,0.96,0.05,0.05,0.3500621437301015,0.2500212187181725,0.0,0.0,0.5000605456758138,9056.686805961624,9.536743150739825e-08,0.0,0.0,1.9294076001803397e-30,0.0,9056.78217339313
2,1.05,1.0286110630349627,1.0005762756751786,1.013230621748587,1.05,1.05,1.0,0.94,1.0,0.96,0.05,0.05,0.3500035453793595,0.0,0.25,0.5000313451265027,0.0,9048.295252898752,1.4305114759416426e-07,0.0,0.0,1.9294076001803397e-30,0.0,9048.438304046347
3,1.05,1.0432375080204226,1.0304232351405405,1.007343007058461,1.038920643233115,1.05,0.9,1.1,0.98,0.96,0.05,0.03,0.3499588291990978,1.0,0.0,0.4931348580001672,0.2257085892395043,10000.686743276588,9.536743195148745e-08,0.0,0.0,1.1715947299855224e-28,0.0,10000.782110708538
4,1.05,1.0381598644278134,0.9912607983917644,1.0086595842007986,1.05,1.0238965914617255,0.9,1.06,0.98,0.93,0.0,0.04,0.347887029867438,0.0,0.3,0.4597013096801893,1.0,10231.098460921256,9.536743150739825e-08,0.0,0.0,2.399615652258973e-29,0.0,10231.193828352763
5,1.05,1.0310339313223218,1.007682218506231,1.0047389149348598,1.05,1.048039701538193,1.0,0.92,0.99,0.95,0.05,0.0,0.3500492193834501,0.5000969474699232,0.25,0.0003393948838686,0.0,8993.488604591446,9.536743150739825e-08,0.0,0.0,9.647038000901699e-31,0.0,8993.583972022954
6,1.05,1.0353045079743122,1.0426943474749604,1.05,1.05,1.04990145325156,1.06,0.97,1.1,0.97,0.05,0.05,0.3495519268522608,0.494831853658066,0.7367150974795112,0.4891805478543696,0.0,9979.132752303243,1.4305114759416426e-07,0.1498623251915332,0.0,1.9294076001803397e-30,0.0,10129.13812864237
7,1.05,1.0393741581927785,1.0380263868893769,1.0197365933876823,1.0095281683055777,1.05,0.97,0.9,1.0,0.96,0.0,0.05,0.0,1.0,0.3102774146111034,0.7507419828762398,0.0,10431.869514715916,9.536743172944284e-08,0.0,0.0,9.647038000901699e-31,0.0,10431.964882147646
8,1.049449035013602,1.0269844822512268,0.9998460772572152,1.001393615135399,0.9979029804451168,1.05,1.0,0.9,0.99,0.95,0.04,0.04,0.0,0.3699922336651081,0.25,0.0,0.499886804217698,9476.48140554277,4.768371586472142e-08,0.0,0.0,4.7992313045179446e-29,0.0,9476.529089258634
9,1.0499817034428505,1.0402135210719237,1.05,1.014482216777716,1.0499163907932856,1.001262155680891,0.9,1.1,1.1,0.97,0.0,0.05,0.3511298241668805,1.0,0.0,0.0,0.7321853747924771,10068.13860445334,4.768371586472142e-08,0.043425851685541,0.0,9.647038000901699e-31,0.0,10111.612139854746
10,1.05,1.0291334147488855,1.0075065564547343,1.002052953678645,1.05,1.040791501615753,0.97,1.0,1.0,0.96,0.05,0.02,0.3499062270304904,0.5001898368795755,0.25,0.0,0.0,8994.132761730227,9.536743150739825e-08,0.0,0.0,6.963742930737601e-30,0.0,8994.228129161735
11,1.05,1.0308147695265422,1.0322991285351806,1.0086306584829832,1.05,1.05,1.1,0.9,0.97,0.94,0.05,0.02,0.3502568673996984,0.7505622422975875,0.0,0.0,0.0007196433315674,9037.035654054524,1.4305114737211968e-07,0.0581450039931046,0.0,6.963742930737601e-30,0.0,9095.323709195
12,1.048573346749113,1.0300346909682458,1.0024108862583463,1.025679959357092,1.05,1.05,0.97,1.1,0.98,0.97,0.05,0.05,0.3495996093751953,0.0,1.0,0.0,0.0,9423.74167417676,9.536743106330905e-08,0.0,0.0,1.9294076001803397e-30,0.0,9423.837041607823
13,1.0378202132318823,1.0184761558519695,1.001855290788373,0.9853862427620348,1.05,1.05,0.99,0.9,0.97,0.94,0.0,0.05,0.3499481470264948,0.7504732917013157,0.0,0.0,4.507982596335121e-05,9039.553489170985,9.536743128535365e-08,0.0,0.0,9.647038000901699e-31,0.0,9039.64885660227
14,1.05,1.0270054450317527,1.05,1.05,1.033890267122041,1.05,1.1,1.02,0.95,1.0100000000000002,0.05,0.03,0.0,0.749435322291853,0.0,0.25,0.2048630937917939,9578.771608752522,1.907348625707073e-07,0.3850281773028257,0.0,1.1715947299855224e-28,0.0,9963.990520917918
15,1.05,1.0286047793204118,0.9981619232738848,1.012773495022394,1.05,1.049997558333719,0.98,0.96,0.99,0.95,0.05,0.02,0.3500591344759436,0.0,0.5002215687478057,0.25,6.042207742603048e-05,9048.433848101591,9.536743150739825e-08,0.0,0.0,6.963742930737601e-30,0.0,9048.5292155331
16,1.05,1.0285034476398922,0.998687629082806,0.9922061712485792,1.0349256713849722,1.05,0.99,0.9,0.99,0.9,0.02,0.05,0.3500173691929606,0.5000185173009087,0.25,0.0,0.0,8999.223421790923,9.536743172944284e-08,0.0,0.0,6.963742930737601e-30,0.0,8999.318789222652
17,1.05,1.0246647285293924,1.0153882414357815,1.05,1.05,1.047238841178039,1.0500000000000005,1.04,1.0100000000000002,1.0100000000000002,0.05,0.05,0.3500736622557276,0.0,0.5148064469523387,0.0,0.24,9111.097158399372,1.4305114759416426e-07,0.295475637854972,0.0,1.9294076001803397e-30,0.0,9406.715847401938
18,1.0423549898601705,1.022508741302344,0.9993648349832812,0.9832378111608376,1.05,1.0342317065770148,0.94,1.08,0.9,0.94,0.05,0.03,0.3503253956291148,0.5004993924174407,0.0,0.25,0.0,9023.790434505006,4.7683715642676816e-08,0.0,0.0,1.1715947299855224e-28,0.0,9023.838118220649
19,1.0420226187323176,1.03043331443055,1.0267379201983733,1.027429771854942,1.0401656896188027,1.05,1.1,1.02,0.96,0.95,0.01,0.03,0.3397737386100312,0.5000761726662889,0.751298299812866,0.0096538556473183,0.4784838024383113,10035.943666842975,4.768371542063221e-08,0.0593874578355327,0.0,1.21059450261953e-28,0.0,10095.37880839393
20,1.0499422509555312,1.025523588568188,1.0324809314503491,1.05,1.0234600217300989,1.05,1.1,1.0700000000000005,0.98,1.0100000000000002,0.04,0.05,0.3505017303830063,0.5017077316751397,0.0,0.0,0.24,9085.150587999336,9.536743172944284e-08,0.4143590911214554,0.0,2.4960860322679897e-29,0.0,9499.60504655252
21,1.05,1.0306496216217709,1.00031937792837,1.0027836499787754,1.05,1.05,0.93,1.1,0.9,0.96,0.03,0.02,4.491756339243844e-06,0.3771305953242866,0.25,0.25,0.24,9464.909426933453,1.430511478162089e-07,0.0,0.0,1.221938083291095e-28,0.0,9465.052478081268
22,1.05,1.025803176608729,1.0252076822640313,1.05,1.049316178444805,1.0469442110274758,1.1,0.96,1.0,1.0,0.05,0.0,0.3504665007604938,0.2499227667201634,0.500664343654225,0.0,0.0,9035.743085472504,9.536743172944284e-08,0.3781581114362052,0.0,9.647038000901699e-31,0.0,9413.996564340438
23,1.0375509051218277,1.0231811592357405,1.0154693720411754,1.0252207426829372,1.015515490536014,1.05,1.1,0.98,0.97,0.97,0.04,0.03,0.3489064529821235,0.2692528784128947,0.7304861139838618,0.4918294953271452,0.24,10042.553828508777,4.768371586472142e-08,0.0,0.0,1.401909257210518e-28,0.0,10042.60151222464
24,1.05,1.030323215924159,1.004094247996277,1.0006295003216912,1.0499683868384175,1.0056965367182191,0.99,0.98,0.99,0.9,0.04,0.05,0.3499962654853865,0.2507443877300139,0.0,0.5000628874771234,0.0,9029.338629761263,4.768371586472142e-08,0.0,0.0,2.4960860322679897e-29,0.0,9029.386313477127
25,1.05,1.0321745470884935,1.0222080131859368,1.0063251310439103,1.0085707941707251,1.05,1.1,1.1,0.93,0.93,0.05,0.05,0.3499782347623285,0.7505703022125485,0.0,0.0,0.0,9071.312979321334,9.536743150739825e-08,0.0,0.0,1.9294076001803397e-30,0.0,9071.408346752842
26,1.05,1.0325304709778016,1.0237002354796745,1.05,1.0084172834336735,1.0337211235085255,1.1,1.1,0.98,0.98,0.04,0.03,0.0,0.0921687835192422,1.0,0.5005970276988196,0.5008164572947797,10571.269069024893,9.536743150739825e-08,0.0023089813700588,0.0,1.401909257210518e-28,0.0,10573.673417826458
27,1.0497217506627083,1.029482520268301,1.0151087918368216,1.010833383197465,1.05,1.05,1.1,0.9,0.97,0.92,0.01,0.03,0.3501936776516807,0.2544022951375044,0.0,0.5004801845098337,0.0,9028.65057501545,9.536743172944284e-08,0.0822447213363986,0.0,1.21059450261953e-28,0.0,9110.99066378358
28,1.05,1.0288756693355203,1.05,1.019658175676588,1.0287709886962335,1.042225665688019,1.0500000000000005,1.1,0.98,0.99,0.05,0.05,0.3499377018638523,0.536942298664357,0.0,0.0008740609634617,0.24,9084.158489592202,9.536743172944284e-08,0.2138171086482987,0.0,1.9294076001803397e-30,0.0,9298.07096567223
29,1.05,1.0310438690371688,1.0233626855485436,1.0030303596595431,1.0435415357082385,1.0357247526048114,1.0300000000000002,0.92,1.0100000000000002,0.96,0.0,0.05,0.1182691633779001,1.0,0.0,0.0,0.0,9388.173033448787,4.768371586472142e-08,0.0,0.0,9.647038000901699e-31,0.0,9388.220717164651
30,1.05,1.030625419242606,0.9899372332368904,0.993177954126676,1.05,1.05,0.93,0.97,1.0,0.9,0.05,0.05,0.3504063275531248,0.2500813630417748,0.0,0.0,0.4999590830569393,9065.686181747034,1.4305114759416426e-07,0.0,0.0,1.9294076001803397e-30,0.0,9065.829232894628
