8,0,9.723510068501866499,10,-10,1.020769735267024414,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
10,0,-15.055740268490701794,20,-20,0.96391448025328507754,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
20,0,-13.47977677071989433,20,-20,0.99174078462718850968,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
63,0,19.049561755460658219,25,-25,1.0140617526520576686,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
76,0,27.83933307739063423,35,12,0.96629255670544433876,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
84,375,131.38056267155923251,240,-240,1.0282456089480913608,100,1,475,0,0,0,0,0,0,0,0,0,0,0,0
91,155,-7.255570344149356643,96,-11,1.0300329563737200544,100,1,255,0,0,0,0,0,0,0,0,0,0,0,0
92,290,30.74523860055711566,153,-153,1.0491448372365608233,100,1,390,0,0,0,0,0,0,0,0,0,0,0,0
98,68,6.015069859984386369,56,-30,1.0074075847633674474,100,1,168,0,0,0,0,0,0,0,0,0,0,0,0
108,117,17.805272149677094262,77,-24,0.98592189746174974108,100,1,217,0,0,0,0,0,0,0,0,0,0,0,0
119,1930,1168.1209469230102513,1500,-500,1.0747209809150957138,100,1,2030,0,0,0,0,0,0,0,0,0,0,0,0
124,240,65.720065287839616985,120,-60,1.0171887668020609397,100,1,340,0,0,0,0,0,0,0,0,0,0,0,0
125,0,159.04615524715140396,200,-25,1.0119393282853217375,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
138,0,270.93344099640603417,350,-125,1.034021178752843495,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
141,281,64.236770622998449198,75,-50,1.0322907474005529327,100,1,381,0,0,0,0,0,0,0,0,0,0,0,0
143,696,252.51776299098594336,300,-100,1.0535755435841318572,100,1,796,0,0,0,0,0,0,0,0,0,0,0,0
146,84,-13.28263271857873562,35,-15,1.0109483023310328331,100,1,184,0,0,0,0,0,0,0,0,0,0,0,0
147,217,-30.517311506979698521,100,-50,1.0205634789139719221,100,1,317,0,0,0,0,0,0,0,0,0,0,0,0
149,103,13.473559480467358185,50,-25,1.0479340836367869727,100,1,203,0,0,0,0,0,0,0,0,0,0,0,0
152,372,-45.940832198757284743,175,-50,1.0390738023056700357,100,1,472,0,0,0,0,0,0,0,0,0,0,0,0
153,216,-37.203351970274830762,90,-50,1.0300749849980954664,100,1,316,0,0,0,0,0,0,0,0,0,0,0,0
