,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.05,1.0296842481,1.0207078482,1.0134064615,1.0034305398,1.0085848582,0.99863145335,1.0116909583,1.0140193757,1.015067882,1.05,1.0190343793,1.05,1.0049087972,1.0022185728,1.0102192011,1.0081665564,0.9942214741,0.9927138484,0.99751468815,1.0031893758,1.0040142379,0.99550230837,0.99516997175,1.0026215042,0.98467435166,1.0159900398,1.0041580802,0.99599372017,0.98442877349
1,1.05,1.0298636237,1.020224248,1.0128137936,1.0034868815,1.0081714264,0.99841007649,1.0138244834,1.0131011418,1.0130556877,1.05,1.019157203,1.05,1.0049739213,1.0018438768,1.0090156093,1.0065351738,0.99323461744,0.99137878699,0.9959959376,1.0013128723,1.002194209,0.99500511731,0.99452754649,1.0033504675,0.98541688062,1.0174759231,1.0041678279,0.99751202953,0.98596570597
2,1.05,1.0305232787,1.0196363114,1.0121120127,1.0093496617,1.0066353621,0.99968663555,1.0070961955,1.0129209969,1.0139814404,1.05,1.0183273497,1.05,1.0041078275,1.0013416035,1.0093690544,1.0071386006,0.99325894462,0.99170330281,0.99648525841,1.0020455431,1.0028567683,0.99438369266,0.99374005613,1.0004592093,0.98247169393,1.0134180827,1.0017007565,0.99336537397,0.98176804261
3,1.05,1.0289404067,1.0221005672,1.0150816168,0.99844998615,1.0105359171,0.99776616451,1.0136358454,1.0142545992,1.0168533686,1.05,1.0190272972,1.05,1.0049197005,1.0026842755,1.01139434,1.0096114383,0.99516933591,0.99394189975,0.99889462088,1.0049096346,1.0057018119,0.99614452208,0.99602939545,1.0029170341,0.98497538376,1.0160449579,1.0061085711,0.99604983864,0.98448558139
4,1.05,1.0285627298,1.0226382549,1.0157421302,0.99773137283,1.0097451363,0.99699995169,1.0128467285,1.0140077798,1.0141354338,1.05,1.0223280322,1.05,1.0081130137,1.0041449191,1.0107913592,1.0079923851,0.99509068468,0.99298466659,0.99745579438,1.0023820648,1.0032524213,0.99656236634,0.99519449839,1.00187249,0.98391137682,1.014904432,1.0053207764,0.9948843515,0.98330575861
5,1.05,1.0285627298,1.0226382549,1.0157421302,0.99773137282,1.0097451363,0.99699995168,1.0128467285,1.0140077798,1.0141354338,1.05,1.0223280322,1.05,1.0081130137,1.0041449191,1.0107913592,1.0079923851,0.99509068467,0.99298466659,0.99745579438,1.0023820648,1.0032524213,0.99656236634,0.99519449839,1.00187249,0.98391137682,1.014904432,1.0053207763,0.9948843515,0.98330575861
6,1.05,1.0294364231,1.0223398708,1.0153936405,1.0032302204,1.0087341946,0.99863671429,1.0124155575,1.01198935,1.0100932911,1.05,1.0191241093,1.05,1.00480545,1.0004271175,1.0067673468,1.0040478017,0.99115662295,0.98896239089,0.99340743086,0.99809752618,0.9989152022,0.99240940135,0.99052720851,0.99565768645,0.97757987699,1.0076530539,1.004744556,0.98747272925,0.97580211176
7,1.05,1.0288125923,1.0231327415,1.0163330808,0.99811261272,1.0104332763,0.99756690575,1.0135324161,1.0143662623,1.0147064093,1.05,1.0225153601,1.05,1.0083299883,1.0044471587,1.0112097706,1.0085007381,0.99549937947,0.99345179653,0.99795165279,1.0029492044,1.0038151796,0.99693664985,0.99565542789,1.0023183384,0.98436553783,1.0153522803,1.0060040751,0.99534200912,0.98376904982
8,1.05,1.0299646092,1.0209686438,1.0137203413,1.0058662639,1.0073979639,0.99884607958,1.007858266,1.0129563649,1.0132650151,1.05,1.0207903258,1.05,1.0065080436,1.0028070145,1.0098055405,1.007001861,0.99392657613,0.99191504714,0.99644462803,1.0014311213,1.0022794681,0.99522847616,0.99383117757,1.000102096,0.98210789664,1.0128661999,1.0024654512,0.99280134792,0.98119704275
9,1.05,1.0277510196,1.0162402237,1.0081079259,1.0008122747,1.0020453876,0.99360801863,1.0024269507,1.010545565,1.011260198,1.05,1.0158899049,1.047952429,1.0017582299,0.99899253718,1.0066938734,1.0044524134,0.99074277684,0.98909813071,0.99384589196,0.9995510586,1.0004466558,0.99248508081,0.99246538983,1.001945694,0.98398594617,1.0166041939,0.99666671027,0.99662129015,0.98506404853
10,1.05,1.029099095,1.0229464982,1.0160976306,1.0035519764,1.0107349452,0.9999831669,1.0138332591,1.0148306855,1.0154190897,1.05,1.0218673433,1.05,1.0077411324,1.0042736032,1.0114227553,1.0089791653,0.99566312624,0.99380327558,0.99840290024,1.0036455671,1.0045029722,0.99710572284,0.99622664161,1.0033660572,0.98543276016,1.0166170881,1.0062974527,0.99663446584,0.98507738586
11,1.05,1.0286938158,1.0238784681,1.0172203908,1.0035100303,1.0116030642,1.0004915911,1.0146965613,1.0150583608,1.0153504122,1.05,1.0229782776,1.05,1.0088425929,1.0049896125,1.0117278301,1.0091162043,0.99608233059,0.99405828712,0.99856687857,1.0036195862,1.004491327,0.99759783891,0.9964683783,1.0034675396,0.98553612938,1.0166784433,1.007152404,0.99669716017,0.98514084933
12,1.05,1.0293113909,1.0224177754,1.0154550183,1.0092388592,1.009100386,1.0011662301,1.0095568187,1.0136669959,1.0137714385,1.05,1.0221368919,1.05,1.0078820178,1.0038725085,1.0105283578,1.0076568892,0.99478260803,0.99265615011,0.99711840725,1.0019878831,1.0028502252,0.99617301245,0.99465487983,1.0009485913,0.98297022728,1.0137631244,1.0041428944,0.993718,0.98212502427
13,1.05,1.0292026469,1.0226209618,1.0156926394,1.0036985568,1.0107964096,1.0000793724,1.0138880405,1.0115123805,1.0130958099,1.05,1.0249810145,1.05,1.0104103215,1.0059642113,1.0117536794,1.0076053929,0.99589834462,0.99319643951,0.99735126828,1.0015529074,1.0024953669,0.99773709945,0.99550613671,1.0028300265,0.98488675656,1.0162121291,1.0063218573,0.99622066304,0.98465850389
14,1.05,1.0285630801,1.0242877096,1.0177291691,1.0034715823,1.0117281858,1.0005513991,1.0173484392,1.013998673,1.0126718696,1.05,1.0206178286,1.05,1.0066163156,1.0025490564,1.0087477871,1.0064511738,0.99347038135,0.99138160856,0.99586855069,1.0010274185,1.0019434924,0.99552408654,0.9949364778,1.0039148014,0.98599170214,1.0182200213,1.0076389756,0.99827232452,0.98673530341
15,1.05,1.0285302698,1.0182754517,1.0104590586,0.99237942547,1.0050318332,0.99194191167,1.0107068823,1.011391113,1.0111537676,1.05,1.018,1.05,1.0036859033,1.0004356944,1.0075254734,1.0047527032,0.9916311267,0.98966499092,0.99423368441,0.99936923264,1.0002463186,0.99331914289,0.99248589217,1.0008076868,0.9828266888,1.0146454207,1.0010760023,0.99461966242,0.98303780873
16,1.05,1.0274422992,1.020778809,1.0135416991,1.0010860551,1.0064385986,0.99637822989,1.0095323988,1.0110354263,1.009273419,1.05,1.0187232092,1.05,1.0044877613,1.0001105574,1.0061056331,1.0032917807,0.99064663656,0.98834423458,0.99273558904,0.99754272371,0.99844748413,0.99251633291,0.99121588342,0.99905234831,0.98103847194,1.0127114851,1.0019173739,0.9926432261,0.98103696432
17,1.05,1.0274422993,1.0207788089,1.013541699,1.0010860548,1.0064385985,0.99637822973,1.0095323987,1.0110354262,1.0092734189,1.05,1.0187232092,1.05,1.0044877613,1.0001105574,1.006105633,1.0032917806,0.99064663653,0.98834423455,0.992735589,0.99754272368,0.99844748409,0.99251633288,0.99121588338,0.99905234826,0.98103847189,1.0127114851,1.0019173739,0.99264322605,0.98103696426
18,1.05,1.0275897861,1.0202842835,1.0129264223,1.001318265,1.00613828,0.99629347934,1.0065994373,1.0119985345,1.0118523202,1.05,1.0210247645,1.05,1.0066481093,1.0024793959,1.0090155023,1.0058668111,0.99317895586,0.99093525685,0.99534510342,1.0000302468,1.000889494,0.99449648179,0.99262344548,0.99842408236,0.98039840841,1.0109627203,1.001220029,0.99085586674,0.97922744075
19,1.05,1.0231181817,1.0086238641,0.9991977829,0.99556470326,0.9928387493,0.98591085895,0.99323188335,1.005078479,1.0043579656,1.05,1.014709378,1.0468069857,1.0000150574,0.99618609255,1.0025191143,0.99853549256,0.98640206849,0.98387944625,0.98818566446,0.99269379313,0.99364038877,0.98836745043,0.98666468437,0.99546745053,0.97738604457,1.0096834201,0.98755178946,0.98954823408,0.97790353764
20,1.05,1.0280203928,1.0213718461,1.0142202142,1.0019227034,1.0072617989,0.99722033111,1.0077195307,1.0124010862,1.0120412495,1.05,1.0219757746,1.05,1.0076065304,1.0031647678,1.0094059323,1.0061832245,0.99367105377,0.9913238378,0.99567549812,1.000255109,1.0011252227,0.99505420568,0.99305587261,0.99884065342,0.9808228036,1.0114061174,1.0023227662,0.99130906411,0.97968626623
21,1.05,1.0222147046,1.0108391686,1.0018365771,0.99026533364,0.9959324727,0.98567104337,0.99633761599,1.0076649246,1.0084501652,1.05,1.0164913981,1.0485360753,1.0019115415,0.99861279291,1.0057673918,1.0022365906,0.98948566123,0.98732661993,0.99181225371,0.99672198586,0.9976248043,0.99107183897,0.9896917813,0.99765099595,0.97961078333,1.0114131911,0.99071492619,0.99131629408,0.97969358594
22,1.05,1.0268729133,1.0217422676,1.0146812635,0.99623688233,1.0086337786,0.99571593789,1.0117401256,1.0133855237,1.0134257112,1.05,1.0218644688,1.05,1.0076069813,1.0035937938,1.0102110051,1.0073213207,0.9944749804,0.99233309315,0.9967889345,1.0016565622,1.0025252678,0.99591798709,0.99443265937,1.0009382656,0.98295970852,1.0138727516,1.0042243413,0.99383003555,0.98223844298
23,1.05,1.0268729131,1.0217422681,1.0146812641,0.99623688681,1.0086337795,0.9957159403,1.0117401265,1.0133855242,1.0134257117,1.05,1.0218644691,1.05,1.0076069817,1.0035937941,1.0102110055,1.0073213213,0.99447498085,0.99233309364,0.996788935,1.0016565628,1.0025252684,0.99591798757,0.99443265996,1.0009382663,0.98295970928,1.0138727524,1.0042243423,0.9938300364,0.98223844384
24,1.05,1.0219657821,1.0115108547,1.0026552025,0.98943231375,0.99537142082,0.984991671,0.99575513089,1.0026677607,1.0025836804,1.05,1.01968831,1.05,1.0046029353,0.9992004876,1.0036292435,0.99791942129,0.98763945237,0.9841130692,0.98788291015,0.99120141695,0.99224685136,0.99006001511,0.98675476401,0.99535161684,0.97726802028,1.009551784,0.99003346371,0.98941367783,0.97776730449
