8,0,18.968019931558899316,10,-10,0.9828715504596357011,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
10,0,24.121191705181374232,20,-20,1.0303845415674390829,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
20,0,25.778513588888330332,20,-20,1.0097312159693607736,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
63,0,117.40477804415749574,25,-25,1.0399458452794578811,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
76,0,212.31765107135416315,35,12,1.0180544275467762194,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
84,375,79.642140345549535141,240,-240,1.0350274938661359059,100,1,475,0,0,0,0,0,0,0,0,0,0,0,0
91,155,16.732312279828789769,96,-11,1.019943410653979754,100,1,255,0,0,0,0,0,0,0,0,0,0,0,0
92,290,16.414446210613704125,153,-153,1.0257352209999968107,100,1,390,0,0,0,0,0,0,0,0,0,0,0,0
98,68,56.321371609457870022,56,-30,1.0552872691702104291,100,1,168,0,0,0,0,0,0,0,0,0,0,0,0
108,117,62.568947130724524186,77,-24,1.024550528726046128,100,1,217,0,0,0,0,0,0,0,0,0,0,0,0
119,1930,1388.8454056743539695,1500,-500,1.0828696017389227713,100,1,2030,0,0,0,0,0,0,0,0,0,0,0,0
124,240,34.936037956559403028,120,-60,0.96454346251864631068,100,1,340,0,0,0,0,0,0,0,0,0,0,0,0
125,0,179.96931850239934647,200,-25,0.98225583198097310422,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
138,0,214.21458299467781217,350,-125,1.0166655410874343435,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
141,281,80.28076876537235762,75,-50,1.0030151847726236358,100,1,381,0,0,0,0,0,0,0,0,0,0,0,0
143,696,281.52441378854450704,300,-100,1.0188756550084598906,100,1,796,0,0,0,0,0,0,0,0,0,0,0,0
146,84,5.6762461967324426837,35,-15,0.99622388264324890361,100,1,184,0,0,0,0,0,0,0,0,0,0,0,0
147,217,-65.804587924868911841,100,-50,0.98710104507704832244,100,1,317,0,0,0,0,0,0,0,0,0,0,0,0
149,103,-30.322874977368552862,50,-25,1.0028475939555265839,100,1,203,0,0,0,0,0,0,0,0,0,0,0,0
152,372,-14.313341672170565744,175,-50,1.0486740366571960514,100,1,472,0,0,0,0,0,0,0,0,0,0,0,0
153,216,29.427908863493797753,90,-50,1.0465876784464325233,100,1,316,0,0,0,0,0,0,0,0,0,0,0,0
156,0,-1.6505941687369443116,15,-10,0.95713003278279007446,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
170,205,82.935167046276703218,90,-40,0.97416141330320704661,100,1,305,0,0,0,0,0,0,0,0,0,0,0,0
171,0,203.28732860738730892,150,-50,0.96022219049594614848,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
176,228,83.538410539315975711,90,-45,1.0775212783243353076,100,1,328,0,0,0,0,0,0,0,0,0,0,0,0
177,84,78.107173547392733326,35,-15,1.0197249746026739725,100,1,184,0,0,0,0,0,0,0,0,0,0,0,0
185,200,-1.4495585446653507233,80,-50,0.99135523608434850118,100,1,300,0,0,0,0,0,0,0,0,0,0,0,0
186,1200,356.97964057231166635,400,-100,1.0352536150537801074,100,1,1300,0,0,0,0,0,0,0,0,0,0,0,0
187,1200,258.44436480369387255,400,-100,1.0278664488289412926,100,1,1300,0,0,0,0,0,0,0,0,0,0,0,0
190,475,-86.770200606782907471,300,-300,1.0305346351232906876,100,1,575,0,0,0,0,0,0,0,0,0,0,0,0
191,1973,730.6929394113244598,1000,-1000,1.0539956233330540769,100,1,2073,0,0,0,0,0,0,0,0,0,0,0,0
198,424,195.78474019324403343,260,-260,1.0552446891236555437,100,1,524,0,0,0,0,0,0,0,0,0,0,0,0
213,272,-35.118121079014031238,150,-150,1.0273799746884568762,100,1,372,0,0,0,0,0,0,0,0,0,0,0,0
220,100,30.597503813784285853,60,-60,1.0095538873967970783,100,1,200,0,0,0,0,0,0,0,0,0,0,0,0
221,450,309.97037545515513557,320,-320,1.0595867611610394476,100,1,550,0,0,0,0,0,0,0,0,0,0,0,0
222,250,122.44393012337042137,300,-300,1.003226739698332759,100,1,350,0,0,0,0,0,0,0,0,0,0,0,0
