,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.05,1.0266469518623578,0.9948370349189712,1.02913447468649,1.05,1.02,0.9,0.9700000000000001,0.04,0.4,0.0,0.0,0.0,8437.904117301729,9.536743172944284e-08,0.0,0.0,2.3996156522589726e-29,0.0,8437.999484733458
1,1.05,1.026476358530154,0.9885998005002514,1.0207329018947953,1.05,1.0100000000000002,0.92,0.9800000000000001,0.05,0.4,0.0,0.0,0.0,8438.028176328346,9.536743150739824e-08,0.0,0.0,9.6470380009017e-31,0.0,8438.123543759853
2,1.05,1.0266440116233686,0.9936544365604802,1.0145366802486016,1.05,1.02,0.93,0.9900000000000001,0.05,0.4,0.0,0.0,0.0,8437.205894704934,9.536743128535363e-08,0.003950074602235065,0.0,9.6470380009017e-31,0.0,8437.696269596443
3,1.05,1.026544108413339,0.9991371449814606,1.017164586663636,1.05,1.02,0.9,0.9900000000000001,0.02,0.4,0.0,0.0,0.0,8437.8229102602,9.536743172944284e-08,0.0,0.0,5.9990391306474315e-30,0.0,8437.91827769193
4,1.05,1.0241710299073645,1.05,1.016864249987382,1.0445252391310231,1.02,0.9700000000000001,0.9900000000000001,0.03,0.4,0.0,0.0,0.0,8467.961853658095,9.536743195148745e-08,0.45193945827200455,0.0,1.1619476919846207e-28,0.0,8513.251166917247
5,1.05,1.0280381914324799,0.9879851937338382,1.0499987365793466,1.05,0.9600000000000001,0.9,0.9500000000000001,0.05,0.4,0.0,0.0,0.0,8439.614013506336,9.536743150739824e-08,0.0040137035073476435,0.0,9.6470380009017e-31,0.0,8440.11075128858
6,1.0143750410737318,0.9933533934376698,1.0012294259756709,1.0056046061246307,1.05,0.9500000000000001,0.9700000000000001,1.04,0.02,0.4,0.5714285714285714,0.2857142857142857,0.0,8746.09257303665,4.7683716086766026e-08,0.1499765288846971,0.0,5.9990391306474315e-30,0.0,8761.137909641206
7,1.0496689247568938,1.0285703924701264,0.9969505528393178,1.0360916930003823,1.05,1.0,0.93,0.9500000000000001,0.01,0.4,0.2857142857142857,0.0,0.0,8502.482288253663,4.768371542063221e-08,0.0,0.0,4.864681063490923e-30,0.0,8502.529971969083
8,1.05,1.026228467416463,0.996400105672426,1.0157925537898378,1.05,1.0100000000000002,0.9,0.9900000000000001,0.01,0.4,0.0,0.0,0.0,8438.352076444608,9.536743172944284e-08,0.0,0.0,4.864681063490923e-30,0.0,8438.447443876337
9,1.05,1.026074322894381,0.994284311826243,1.0079532701856946,1.05,1.0100000000000002,0.9400000000000001,1.0,0.05,0.4,0.0,0.0,0.0,8437.409451196485,9.536743172944284e-08,0.0,0.0,9.6470380009017e-31,0.0,8437.504818628215
10,1.05,1.0279998351275266,0.9927572653477369,1.0165588212460472,1.05,1.0300000000000002,0.9,0.9900000000000001,0.03,0.4,0.0,0.0,0.2857142857142857,8523.478008611775,9.536743150739824e-08,0.0,0.0,1.1619476919846207e-28,0.0,8523.573376043283
11,1.05,1.0267595320177347,0.9946624594914795,0.986390430991457,1.05,0.9600000000000001,1.1,1.02,0.05,0.4,0.0,0.0,0.0,8438.665103732332,9.536743172944284e-08,0.0,0.0,9.6470380009017e-31,0.0,8438.760471164062
12,1.0338433317988245,1.0116492743145877,0.989289999630108,0.9974151748274334,1.0264680420089851,0.9700000000000001,0.9600000000000001,1.0,0.02,0.4,0.00013065322159846104,0.2857142857142857,0.0,8563.187014210369,0.0,0.0005102281231064709,0.0,5.9990391306474315e-30,0.0,8563.23803702268
13,1.05,1.0263058557940672,0.993645249094771,1.0175611828925857,1.049906723463547,1.02,0.91,0.9900000000000001,0.05,0.4,0.0,0.0,0.0,8437.178635934399,4.768371586472142e-08,0.0,0.0,9.6470380009017e-31,0.0,8437.226319650263
14,1.0289283133392355,1.0040183311358435,0.9859245393921795,1.0496088523605969,1.05,0.9900000000000001,0.9400000000000001,0.91,0.03,0.4,0.2857142857142857,0.0,0.0,8525.888343601167,4.7683715642676816e-08,0.0,0.0,1.1619476919846207e-28,0.0,8525.93602731681
15,1.05,1.0343891128120222,1.05,1.05,1.05,1.0100000000000002,0.9400000000000001,0.9600000000000001,0.05,0.4,0.8571428571428571,0.0,0.0,8742.651291533875,1.9073486345888568e-07,0.042364556190486125,0.0,9.6470380009017e-31,0.0,8747.078482016383
16,1.05,1.0251579031102862,0.9950089352459199,0.9913791876374757,1.0328014923638835,1.0300000000000002,0.93,1.02,0.04,0.4,0.0,0.0,0.0,8438.762261266726,4.768371586472142e-08,0.0016848874967959615,0.0,2.3996156522589726e-29,0.0,8438.978433732269
17,1.0499761428175953,1.0294860749225,1.0044011947058529,0.9999999999999999,1.05,0.9800000000000001,1.02,1.0,0.04,0.4,0.2857142857142857,0.00010040030800916471,0.0,8498.95592363733,4.7683715642676816e-08,0.0,0.0,2.3996156522589726e-29,0.0,8499.003607352972
18,1.049918885513395,1.0261313790218791,0.9927758142776021,0.9903368365699202,1.0421944875801439,1.0100000000000002,0.9600000000000001,1.02,0.05,0.4,0.0,0.0,0.0,8438.244871363104,0.0,0.0,0.0,9.6470380009017e-31,0.0,8438.244871363104
19,1.0495665176370221,1.0344070252395086,1.0113382470767687,1.05,1.030527264225927,0.9400000000000001,1.0300000000000002,0.9600000000000001,0.05,0.4,0.5714285714285714,0.0,0.2857142857142857,8725.661902224856,4.7683715642676816e-08,0.06995631231235777,0.0,9.6470380009017e-31,0.0,8732.705217171733
20,1.05,1.0264431353142363,0.9988689716736573,1.0152057272163908,1.0491618768635664,1.02,0.93,0.9900000000000001,0.05,0.4,0.0,0.0,0.0,8437.358556543448,4.768371586472142e-08,0.0,0.0,9.6470380009017e-31,0.0,8437.406240259312
21,1.042340162659694,1.0144484772201534,1.05,1.032273881951694,0.9877452399822488,1.02,0.9900000000000001,1.0100000000000002,0.0,0.4,0.0,0.0,0.0,8495.53143932491,4.7683715642676816e-08,0.8065521304809432,0.0,0.0,0.0,8576.234336088646
22,1.05,1.027501067004138,0.9928459801507189,0.9954268672496357,1.05,0.9500000000000001,1.1,1.0,0.01,0.4,0.0,0.0,0.0,8440.456475348368,9.536743172944284e-08,0.0,0.0,4.864681063490923e-30,0.0,8440.551842780098
23,1.05,1.0270130385164524,0.9958827793289987,1.05,1.05,0.9900000000000001,0.9,0.9400000000000001,0.04,0.4,0.0,0.0,0.0,8440.09284388682,1.4305114715007505e-07,0.0,0.0,2.3996156522589726e-29,0.0,8440.23589503397
24,1.0172821114744837,0.992952367042772,0.9583858382033666,1.0273471899628352,1.028833049947683,1.08,1.02,1.0100000000000002,0.02,0.4,0.0,0.5714285714285714,0.2857142857142857,8802.028700546889,0.0,0.3534410319179148,0.0,5.9990391306474315e-30,0.0,8837.37280373868
25,1.0277038431197631,1.0025377131643352,0.9658754597074797,1.0306070718596894,1.0198460133411569,0.9500000000000001,0.9600000000000001,0.9,0.02,0.4,0.0,0.0,0.0,8472.811702955869,0.0,0.0,0.0,5.9990391306474315e-30,0.0,8472.811702955869
26,1.0261841845909037,1.0027692357379174,0.9772988387890561,1.0373065187823296,1.0175815536020663,0.9900000000000001,1.02,0.9700000000000001,0.04,0.4,0.0,0.0,0.2857142857142857,8558.12073708282,0.0,0.2023160516283561,0.0,2.3996156522589726e-29,0.0,8578.352342245655
27,1.049802867264966,1.0235077485902637,1.0026640838009746,1.0056551094335597,1.05,0.92,1.0900000000000003,0.9900000000000001,0.03,0.0,0.33517906826190325,0.0,0.0,8737.033493420944,4.7683715642676816e-08,0.0,0.0,1.1619476919846207e-28,0.0,8737.081177136586
28,1.05,1.026821664247446,0.9947050045255851,1.0309306517985404,1.0499959287743137,1.0300000000000002,0.9,0.9700000000000001,0.05,0.4,0.0,0.0,0.0,8437.473671407091,4.768371586472142e-08,0.0,0.0,9.6470380009017e-31,0.0,8437.521355122955
29,1.05,1.0285527978267852,0.9957816903536123,1.0121745578596453,1.05,0.9900000000000001,0.9500000000000001,0.9900000000000001,0.02,0.4,0.0,0.0,0.2857142857142857,8524.11907062545,9.536743172944284e-08,0.0,0.0,5.9990391306474315e-30,0.0,8524.214438057179
30,1.05,1.0258601892037784,1.001254735204741,1.015385473072584,1.0492685624873253,1.0100000000000002,0.9600000000000001,0.9900000000000001,0.05,0.4,0.0,0.0,0.0,8437.974327945036,4.768371586472142e-08,0.002032067441946672,0.0,9.6470380009017e-31,0.0,8438.225218405094
31,1.05,1.0267448869863571,0.9930368678268215,1.0009150222791328,1.05,0.9900000000000001,0.9900000000000001,1.0,0.04,0.4,0.0,0.0,0.0,8438.151355792115,9.536743172944284e-08,0.0,0.0,2.3996156522589726e-29,0.0,8438.246723223845
32,1.05,1.0270629879832707,0.9955740714711876,1.0253654249930926,1.05,1.0,0.9,0.9800000000000001,0.03,0.4,0.0,0.0,0.0,8437.867459282303,9.536743150739824e-08,0.0,0.0,1.1619476919846207e-28,0.0,8437.96282671381
33,1.05,1.0292493831587763,1.0029153883775785,1.012957207687201,1.0483163346669782,0.9800000000000001,0.9800000000000001,0.9900000000000001,0.02,0.4,0.2857142857142857,0.0,0.0,8499.126643776846,4.768371586472142e-08,0.0,0.0,5.9990391306474315e-30,0.0,8499.17432749271
34,1.05,1.027075980352521,0.9966811347296051,1.0482051018930671,1.05,0.9900000000000001,0.9,0.9500000000000001,0.05,0.4,0.0,0.0,0.0,8438.7385297004,9.536743172944284e-08,0.0,0.0,9.6470380009017e-31,0.0,8438.83389713213
35,1.0499995255188188,1.0259506727613887,1.0006239752579507,1.0100081314014333,1.04974457130585,1.0100000000000002,0.92,1.0,0.03,0.4,0.0,0.0,0.0,8438.100985042935,0.0,0.0,0.0,1.1619476919846207e-28,0.0,8438.100985042935
36,1.05,1.0273363527220158,0.9922222291809594,1.0128602798436948,1.05,0.9800000000000001,1.0,0.9800000000000001,0.05,0.4,0.0,0.0,0.0,8438.717400640277,9.536743172944284e-08,0.0,0.0,9.6470380009017e-31,0.0,8438.812768072006
37,1.0497626452567987,1.0333370253748535,1.00957387747603,1.0223882569314549,1.0454550004794698,0.9700000000000001,1.02,0.9900000000000001,0.05,0.4,0.2857142857142857,0.5714285714285714,0.0,8757.890974753307,0.0,0.0,0.0,9.6470380009017e-31,0.0,8757.890974753307
