,0
0,0.34947219947
1,0.0
2,0.0
3,0.16756322685
4,0.0
5,0.25751768837
6,0.0
7,-0.89795387234
8,0.0
9,-0.90182318652
10,0.0
11,0.4126748641
12,0.0
13,0.0
14,0.2603256451
15,0.0
16,0.0
17,0.32186529676
18,0.27698226599
19,0.0
20,0.0
21,0.0
22,0.0
23,0.014676775735
24,2.4135833141
25,-2.8396206326
26,0.35563945407
27,0.0
28,0.0
29,0.0
30,0.27165978425
31,0.26245473089
32,0.0
33,0.18577131943
34,0.0
35,0.23752517281
36,0.0
37,0.0
38,0.0
39,0.34994877838
40,0.0
41,0.33930267985
42,0.0
43,0.0
44,0.0
45,0.061824954312
46,0.0
47,0.0
48,0.83022108875
49,0.0
50,0.0
51,0.0
52,0.0
53,0.36766505642
54,0.21338562654
55,0.19854912934
56,0.0
57,0.0
58,1.023480162
59,0.0
60,-0.022834482882
61,0.13721987177
62,0.0
63,0.0
64,2.8294916404
65,-3.6972664222
66,0.0
67,0.0
68,-2.3483535882
69,0.16812891687
70,0.0
71,-0.053466403751
72,-0.021553809349
73,0.23080521185
74,0.0
75,0.49339233896
76,0.60328048347
77,0.0
78,0.0
79,0.12367248765
80,0.0
81,0.0
82,0.0
83,0.0
84,0.4224191869
85,0.0
86,0.010796284952
87,0.0
88,-0.77261032754
89,0.49327503772
90,-0.028656522755
91,0.63952349931
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,-0.032099741597
99,0.42831133373
100,0.0
101,0.0
102,0.20602852336
103,0.28711144027
104,0.15911338433
105,0.0
106,0.060404106956
107,0.0
108,0.0
109,0.34425759569
110,-0.0015915243074
111,0.12652364734
112,-0.088219735175
113,0.0
114,0.0
115,0.64330395488
116,0.0
117,0.0
