,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
0,1.0436090349880502,1.0126112167019605,1.036747303641543,1.0319599233519776,1.0326086889128259,1.0365652478244913,1.0287654252484504,1.0079725637427361,1.0031928885042967,1.0073318693142235,1.0285662211642694,1.0476684575346364,1.0306585255348222,1.0222335256273782,1.006881769289654,1.0187064849584828,1.023593081171917,1.0180653134875242,1.008504835279729,1.0131435472431887,1.0054986662503735,1.0373889184921752,1.020725586103118,1.0195194363823885,1.0191511105403859,1.0299848229311923,1.0279276578756906,1.0199268750083514,1.0079161819735007,1.0429011707924676,1.0091698262214235,1.0433600442105315,1.008675932276659,0.9989148788104564,0.9896681382675179,1.0205258551349614,1.0343933613673857,1.0399396088220776,0.9899343201908001,1.049432544559675,1.0205491394610808,1.0306774573064699,1.0369311447834453,1.0269968341615419,1.031637553444399,1.0219576103914125,1.0290795453332158,1.0148951697489406,1.0087856485434352,1.0095983678366385,1.0093725066754204,1.005821189305159,1.033251727041371,0.9938314015416363,1.0100000000000002,1.0,1.0300000000000002,0.9700000000000001,0.9700000000000001,0.9800000000000001,0.9600000000000001,1.0,0.9800000000000001,-0.20999999999999985,0.08,-0.20999999999999996,0.09,0.07,0.04,0.1,0.01,0.1,0.05,0.03,0.05,0.03,0.03,1.2211627182561837,0.0,0.0,1.1515764419301183e-26,1.8078196130450734e-26,1.2211627182561837
1,1.048165548145011,0.983659422682858,1.0163255353721106,1.0064700575424586,1.0204758194550156,1.0101686418931286,0.9954575672929847,1.009664388826377,1.0143283531364997,1.0148088731962568,1.0209742871056453,1.0438823090459706,1.051324563432186,1.0166404812553576,1.0068760008210988,1.0074641326755425,1.0309530275617718,1.0312098336283966,1.0088342085005724,1.0192872946033946,1.0247030449173662,1.021095211322129,0.9961180663904999,0.9923301691881693,0.9947528001623178,1.0207229416013401,1.0247559930431678,1.0235582151700673,1.0170956910533469,1.0229350849807262,1.0246054656741308,1.008223502952922,0.9920304897584098,1.0207464438693623,1.007891060206976,1.0228936401512059,1.0375600013578679,1.0384212694245571,1.025403221265001,1.06,1.0364020535929988,1.023035270341183,1.037805650251712,1.024566365786912,1.027908321809098,1.0151168673167907,1.0132583173605676,1.0108703297020214,1.0024936455495037,1.025233381631097,1.040782148675586,1.012676097635687,1.008639170664431,1.0269156173380996,0.9900000000000001,1.0500000000000003,1.0100000000000002,0.9700000000000001,1.06,0.93,1.0500000000000003,1.0100000000000002,0.9700000000000001,-0.23999999999999988,0.03,-0.24,0.05,0.06,0.03,0.04,0.11,0.1,0.13,0.05,0.1,0.03,0.02,1.2279615599152216,5.7220459037665705e-08,0.0,1.387546633677614e-26,1.6027119132546673e-26,1.2280187803742593
2,1.0380322049705786,1.0147827649523173,1.0435391778542067,1.0310578156024846,1.048764884982954,1.036665205837216,1.0265936200171943,1.0195978667707397,1.0158345267886149,1.0198104522632656,1.021943729914817,1.044522559840148,1.06,1.0185333968396673,1.022133700465393,1.0201884223322135,1.017721332069926,1.0132228998142716,1.0053606404104216,1.020100327265374,1.0084584474062732,1.0190296866370046,0.9956151175305411,0.993894419045283,0.9975187195856716,1.0197716835819841,1.004044005028298,0.9994882919581191,1.0365415214866556,1.0331314962956386,1.0207590234594301,0.9990462154011218,1.0370370018486206,0.9999775668369957,0.9936700420005155,1.0122449302788004,1.0159808411559728,1.0282343156889007,1.013311865900158,1.046067588789647,1.016836961041496,1.0327367137362293,1.0327345872216414,1.0060144637573967,1.0284497926306704,1.0182709042591767,1.0226561591698484,1.0148450578962533,1.0001796928675846,1.0035352263659978,1.0132230758564047,0.9892262471526205,1.0302755395488072,1.031523656121207,0.9600000000000001,1.0300000000000002,0.9600000000000001,0.9900000000000001,0.9900000000000001,1.0500000000000003,1.0,0.9600000000000001,0.9700000000000001,-0.12999999999999978,0.08,-0.21999999999999997,0.04,0.05,0.04,0.05,0.07,0.15,0.14,0.04,0.07,0.03,0.02,1.2197517685860453,5.7220459037665705e-08,0.0,1.2004605160431974e-26,1.0945870996583874e-26,1.219808989045083
3,1.0373364389693533,1.0197860677419603,1.0317565591304796,1.02209247635378,1.0246422394209198,1.0376590501357217,1.0222011796000732,1.0310260451696835,1.0244615913584343,1.0270944054589466,1.0211355465747263,1.0414044113545722,1.0203434277660537,1.0053149813219517,0.987396887176337,1.009384960289022,1.0108949013357156,1.0027659899261254,0.9947970822398118,0.9996270094344467,1.0067105033799673,1.0251125925182718,0.9985806170598285,0.9926100173268598,0.9970285983124132,1.0056371014016263,1.0182887406159327,1.0088152875984735,1.0393583157581125,1.0256178940927194,0.9977460932600936,1.0212506608032101,0.9856409783553962,0.9961427201052206,1.0003463387608047,1.0041763411450833,1.0191359786624845,1.0107845311427628,1.019397851782003,1.03200816875998,0.9952318554695349,1.011141712030386,1.0318104658583893,1.0118605282934776,1.029706714027528,1.0205493008926871,1.0193791885315489,1.0125523943985664,0.9899372025062353,1.001211273745212,1.0169762625235794,1.0003134056784855,1.026241252420463,1.0324156290356639,0.9600000000000001,1.0,0.9700000000000001,1.0,1.0100000000000002,0.9900000000000001,1.02,1.0,1.0100000000000002,-0.20999999999999985,0.05,-0.10999999999999988,0.04,0.07,0.03,0.03,0.02,0.12,0.07,0.05,0.06,0.02,0.02,1.2391683427503712,0.0,0.0,5.817414591924685e-27,1.3219384056590585e-26,1.2391683427503712
4,1.0450327145941627,1.0238188491016655,1.0211124948922734,1.0155641472025962,1.0384024387581678,1.0485629944005035,1.0107458021482763,1.009356249420426,1.009829062457846,1.0068459509504393,0.9947884234078975,1.0162349260032628,1.0556513090670048,0.996210368916719,0.99922122082464,0.9981966033017851,1.0308575803904327,1.0291560264476665,1.015694301413963,1.0275610118035587,1.008900631111122,1.0320726534507907,0.9984086185440483,0.9980253850027222,0.9973297398832723,1.0326271621770446,1.0421116657974006,1.0311599863641314,1.0382089492496813,1.045825324050799,1.0170447248892514,1.0305675428159706,0.9963220467804305,0.9973074485465884,0.9876762695077941,1.0148259339966375,1.027743460228326,1.0226399661433347,0.9884021363128356,1.0579733594738405,1.0238178651522654,1.0315801282812997,1.042561335516835,0.9963594477092415,1.0227300063189313,1.013919348035241,1.0085741876708987,1.0020382292953163,1.0061352211490795,0.9743023777965637,0.9816839694681232,0.9688064297293449,1.0259846451457986,1.0342654026862668,1.0100000000000002,0.9700000000000001,1.0,0.9600000000000001,0.9800000000000001,0.9900000000000001,1.02,0.9800000000000001,1.0300000000000002,-0.32999999999999996,0.11,-0.09999999999999987,0.06,0.04,0.05,0.04,0.09,0.11,0.05,0.0,0.14,0.03,0.03,1.2202176883683782,0.0,0.0,1.15504499156479e-26,8.99942984499312e-27,1.2202176883683782
5,1.0390920992926933,0.9933601886733066,1.0172314668273077,0.9872951293439258,1.0151377439984153,1.0328757066829017,0.997684329185144,1.0072996602225908,1.0163989147639652,1.004741491956566,1.0240787293928761,1.0479867870320336,1.014569518022736,1.0337746169515698,1.0186755992990086,1.0235307502106936,1.0288854502207774,1.0294285364780869,1.0086527059660477,1.0231165471951797,1.0179136326218723,1.0301140195376397,0.9961257017254185,1.0008680847317037,0.998534192896314,1.017722122098826,1.0267092477193334,1.0246959248138496,1.0320197114850553,1.0425043468274056,1.0063542632998281,1.0047834466185155,1.021863385848281,0.9964401547385029,1.0080919318995247,1.0158384971007772,1.0263049767726697,1.0105775768954115,1.0130054686068963,1.0477180084665008,1.0260862158745752,1.0071634770538558,1.0299383115999772,1.001668530083408,1.032023875133017,1.0228168493071705,1.0118846682866354,1.0036972833057234,0.9888689376385408,1.0153981933901979,1.0302165259946854,1.009871220954924,1.022695616757065,1.0136571994733115,1.0,0.9900000000000001,0.9900000000000001,1.04,1.04,0.9700000000000001,1.0100000000000002,1.04,0.9800000000000001,-0.1499999999999998,0.11,-0.1299999999999999,0.07,0.08,0.05,0.02,0.04,0.11,0.08,0.05,0.09,0.04,0.03,1.2364287415703894,0.0,0.0,4.434813928161798e-27,6.3427319535382195e-27,1.2364287415703894
6,1.0348538096286384,1.0127951456161899,1.0192091359711792,1.0037132562008475,1.0489956436550385,1.0328427894727434,1.0075507367050307,0.9984021397161835,0.9935297380297671,0.9952451349590027,1.020745078125295,1.0492079743291405,1.014833677709952,1.0281744479243728,1.0095623310715516,1.026609176322816,1.0209367139917287,1.0197933040859786,0.9910168945463168,1.0036772283617548,1.0118669760626813,1.0288709016199242,1.01640546447366,1.0060303088112994,1.009824635618304,1.03843152555865,1.0222351949647153,1.0151634012357846,1.0233642926323925,1.03173614470027,0.9946424604175714,0.99116624670263,1.0067244823553845,0.9910142256010749,0.9997887024859118,1.014932542093885,1.0324684788816714,1.042301035938862,0.9924945109420811,1.0489127197040036,1.0186279730029195,1.013834211206127,1.024915847391877,1.0317679082822144,1.0304330453517605,1.0291922908319167,1.0209522638809274,1.0144353616189605,0.9835232113931117,1.0155395496941901,1.0059918523278113,1.0095493338614872,1.0213342152468265,1.008132460498547,1.02,0.9900000000000001,1.0100000000000002,0.9800000000000001,0.9500000000000001,1.0500000000000003,1.0100000000000002,0.9500000000000001,0.9900000000000001,-0.2499999999999999,0.05,-0.1299999999999999,0.05,0.06,0.02,0.09,0.05,0.14,0.06,0.06,0.07,0.03,0.05,1.2311930530736444,0.0,0.0,9.690327684553996e-27,8.305123433828205e-27,1.2311930530736444
7,1.0489578729015203,1.0248260582507989,1.0222490058691374,1.014710950637816,1.0373262846802622,1.06,1.0147314099800673,1.014405364589251,1.011226325390154,1.0208756891539665,1.0248315727793043,1.06,1.0599649229325963,1.0120933079988568,1.0002362327608534,1.008871850604632,1.0285278734854806,1.0252101900972872,1.0076805824894153,0.9819260535367159,1.0031306233564383,1.0194379272621779,1.004683492231812,1.0028961450727536,1.002892515756508,1.0210752036052946,1.0038529793834257,1.0038529999236274,1.0445399743360497,1.01682864852631,1.0252828576407504,1.0278185605558152,1.0237058109352657,1.0116399831438085,1.01844871630414,1.03033220412428,1.037712131110857,1.031310023094172,1.0589871324965716,1.0447412447011868,1.0106861700571006,1.0136272073838148,1.035937454794618,1.030415733226419,1.0462861757618225,1.0385819945219192,1.0284633400831273,1.0244436915780002,1.0022064916069338,1.0171249480041227,1.0185170174225386,1.011062799287039,1.0097077387798468,1.0309079900833074,1.0300000000000002,0.9900000000000001,0.9900000000000001,1.0,1.0300000000000002,1.0100000000000002,1.0300000000000002,1.0300000000000002,0.9700000000000001,-0.30999999999999994,0.07,-0.10999999999999988,0.06,0.06,0.03,0.11,0.05,0.14,0.09,0.05,0.04,0.03,0.02,1.2147690496450296,1.1444091829737602e-07,0.0,3.0905095842704215e-26,7.475345677735074e-27,1.214883490563327
8,1.0399433961062279,1.0152783211437637,1.0243105942506343,1.0242520138981683,1.0406588423472352,1.056677188751168,1.0138028398495609,1.0040017671205423,1.0088364964942584,1.0019144185963895,1.018587304372305,1.045917234607928,1.0243434456638199,0.9876707045147689,0.9905106667430027,0.9973886125166538,1.0220083840689267,1.0116661501802116,0.9889304274886227,1.0045131745559677,1.0090463315891935,1.0248310506861786,1.0175628431966706,1.0181849537885843,1.0178484868407336,1.031328038273242,1.0070398536475116,1.0021532719237105,1.040321224963414,1.0363003381876152,1.0203094957184062,1.0130492827963806,0.9972297818985152,1.0042893695396693,0.9876185249907831,1.0129318974182604,1.0157090355514575,1.0329229645224525,1.004974182785503,1.0415552233279344,1.0160803753878231,1.0176630322820432,1.0252635312002158,1.0036760691724753,1.0300719647076775,1.030980291721306,1.0172444683551014,1.012237498424314,0.9945156920832077,1.0072240486347914,1.0074449024256857,0.9895523435602672,1.0241104117955466,1.0110328218175302,1.02,0.9600000000000001,1.0,1.0100000000000002,0.9900000000000001,1.02,1.0500000000000003,1.0300000000000002,1.0100000000000002,-0.04999999999999971,0.06,-0.15999999999999992,0.05,0.03,0.03,0.06,0.05,0.08,0.07,0.05,0.08,0.03,0.02,1.2321799684794557,0.0,0.0,1.6439103477280686e-26,6.174029490327563e-27,1.2321799684794557
9,1.0438121423374862,1.0111366191126796,1.0300656062057487,1.0066753761726777,1.0132363123559271,1.031265840091141,1.0067474194783423,1.020068164244763,1.0281177265475463,1.0166273387959657,1.0095275103455252,1.050938901088081,1.0243926177439844,1.0157738480480347,1.030347574685542,1.0190895563503763,1.027393199478846,1.0269420388107227,1.02721715769706,1.0305765545241388,1.025626244067306,1.040375990412318,1.0072708226254097,1.0035935304125125,1.00621617144453,1.0219713348939308,1.0321869394348013,1.0231623860512675,1.0226051496406763,1.046674840546571,1.007924198970536,1.0027078881556135,1.02078562287143,1.0080552349860006,1.0025490862446178,1.013132472828611,1.020459184039865,1.013665820432922,1.0219283734785911,1.0441835028977677,1.0059516577323793,1.0200667189941182,1.024997498261925,1.0015041154952018,1.0212756712736824,1.0111974419101504,1.0084599288643235,1.0154937105774846,1.0278073667987482,1.019042298206015,1.053395560627221,0.9978248961283254,1.0345131709943165,1.0114688856943916,0.9700000000000001,0.9900000000000001,0.9800000000000001,1.0,1.0,1.0300000000000002,1.02,1.0300000000000002,1.0100000000000002,-0.2599999999999999,0.05,-0.10999999999999988,0.06,0.04,0.07,0.09,0.05,0.09,0.05,0.04,0.07,0.03,0.02,1.2372984506788267,0.0,0.0,1.7803094444740332e-26,6.677490202678347e-27,1.2372984506788267
