1,1,90,49,0,0,1,0.97547271099887333801,6.2154814318796383077,115,1,1.1000000000000000888,0.9000000000000000222
2,1,56,15,0,0,1,1.0155666064904542711,8.0321249863073287401,115,1,1.1000000000000000888,0.9000000000000000222
3,1,20,0,0,0,1,1.0534151345571634018,6.7074070114423545164,230,1,1.1000000000000000888,0.9000000000000000222
4,1,0,0,0,0,1,1.0537630271111613212,4.9241578649106854115,345,1,1.1000000000000000888,0.9000000000000000222
5,1,353,130,0,0,1,0.97262846565257987663,4.7821191478251998674,115,1,1.1000000000000000888,0.9000000000000000222
6,1,120,41,0,0,1,1.0120532592650690606,7.2237164041249641855,115,1,1.1000000000000000888,0.9000000000000000222
7,1,0,0,0,0,1,1.0508043417244197215,6.2850224409865234065,230,1,1.1000000000000000888,0.9000000000000000222
8,2,63,14,0,0,1,0.99753584368806214044,2.603667579198097215,115,1,1.1000000000000000888,0.9000000000000000222
9,1,96,43,0,0,1,0.97729209862814026,2.8133780491108408839,115,1,1.1000000000000000888,0.9000000000000000222
10,2,153,33,0,0,1,1.0526806922081934914,1.5140641702187138673,230,1,1.1000000000000000888,0.9000000000000000222
11,1,83,21,0,0,1,0.999117548575537473,2.3945981877371820268,115,1,1.1000000000000000888,0.9000000000000000222
12,1,0,0,0,0,1,1.0500264759021289418,5.3569529092912944179,230,1,1.1000000000000000888,0.9000000000000000222
13,1,58,10,0,0,1,0.98600814406809234036,-0.4791674678475618121,115,1,1.1000000000000000888,0.9000000000000000222
14,1,160,60,0,0,1,0.97704806211941541694,-4.4961828562715586699,115,1,1.1000000000000000888,0.9000000000000000222
15,1,126.70000000000000284,23,0,0,1,1.0084450984092967474,-8.0463763334254903015,115,1,1.1000000000000000888,0.9000000000000000222
16,1,0,0,0,0,1,1.040014618787169054,-1.9080563365505258666,345,1,1.1000000000000000888,0.9000000000000000222
17,1,561,220,0,0,1,0.94426141836853294542,-13.106269873215930843,115,1,1.1000000000000000888,0.9000000000000000222
19,1,0,0,0,0,1,1.0342974190386757805,1.4721263658773953154,230,1,1.1000000000000000888,0.9000000000000000222
20,2,605,120,0,0,1,0.98398637228614249661,-2.2614265427009998533,115,1,1.1000000000000000888,0.9000000000000000222
21,1,77,1,0,0,1,1.0307560934900312777,2.0093169323292521256,230,1,1.1000000000000000888,0.9000000000000000222
22,1,81,23,0,0,1,0.9847398530641343628,-1.8583221987135742914,115,1,1.1000000000000000888,0.9000000000000000222
23,1,21,7,0,0,1,1.0573030788749158138,3.7862277164603130863,115,1,1.1000000000000000888,0.9000000000000000222
24,1,0,0,0,0,1,1.0513576202991135045,5.9740074278096217952,230,1,1.1000000000000000888,0.9000000000000000222
25,1,45,12,0,0,1,1.0283789491638584135,1.3484868403677843229,115,1,1.1000000000000000888,0.9000000000000000222
26,1,28,9,0,0,1,0.99934376908859035016,-1.741176497481407015,115,1,1.1000000000000000888,0.9000000000000000222
27,1,69,13,0,0,1,0.96858122806547553019,-4.8543962862333049912,115,1,1.1000000000000000888,0.9000000000000000222
33,1,55,6,0,0,1,1.0286557022334055223,-10.995874065370882633,115,1,1.1000000000000000888,0.9000000000000000222
34,1,0,0,0,0,1,1.0341345097020544497,-6.9207985375686282836,345,1,1.1000000000000000888,0.9000000000000000222
35,1,0,0,0,0,1,1.0183497706889756973,-24.780600397839201321,115,1,1.1000000000000000888,0.9000000000000000222
