,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,673.46969852,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,673.46969852,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072,628.31853072
1,306.9505556,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,306.9505556,299.19930034,299.19930034,299.19930034,299.19930034,356.81710566,344.35046814,299.19930034,299.19930034,299.19930034,299.19930034,344.35046814,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,356.81710566,299.19930034,356.81710566,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,344.35046814,356.81710566,306.9505556,344.35046814,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034
2,299.19930034,299.19930034,356.81710566,306.9505556,299.19930034,299.19930034,306.9505556,344.35046814,299.19930034,306.9505556,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,306.9505556,299.19930034,299.19930034,299.19930034,306.9505556,344.35046814,299.19930034,299.19930034,299.19930034,299.19930034,356.81710566,299.19930034,299.19930034,306.9505556,344.35046814,299.19930034,356.81710566,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,299.19930034,356.81710566,299.19930034,299.19930034,299.19930034,299.19930034,356.81710566,299.19930034,299.19930034
3,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,109.86655006,159.73310011,109.86655006,109.86655006,159.73310011,109.86655006,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011
4,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011
5,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011
6,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011
7,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,109.86655006,159.73310011,109.86655006,159.73310011,109.86655006,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011
8,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011
9,77.399912543,77.399912543,77.399912543,114.79982509,77.399912543,77.399912543,114.79982509,77.399912543,114.79982509,77.399912543,77.399912543,77.399912543,77.399912543,114.79982509,77.399912543,77.399912543,114.79982509,72.684530286,77.399912543,77.399912543,77.399912543,77.399912543,77.399912543,77.399912543,77.399912543,77.399912543,77.399912543,114.79982509,77.399912543,114.79982509,77.399912543,77.399912543,77.399912543,77.399912543,77.399912543,77.399912543,114.79982509,114.79982509,77.399912543,77.399912543,77.399912543,77.399912543,114.79982509,77.399912543,77.399912543,77.399912543,77.399912543,114.79982509,77.399912543,77.399912543
