,0
0,17965.423064767157
1,17255.352534465215
2,17822.52095965008
3,18182.092367042264
4,18002.130747655494
5,17763.701855936833
6,18778.628850905203
7,18745.33082188606
8,17159.675966716994
9,17225.4078099486
10,17443.413134511673
11,17690.771226512814
12,17908.167400231734
13,17184.155351239573
14,17491.035726493155
15,18007.923706336886
16,18126.294098112186
17,17197.836522616515
18,18406.78396050629
19,17640.78280575145
20,18036.560152245125
21,18088.672586664845
22,18330.9913624236
23,18253.40687011121
24,18097.595622026645
25,17665.671789608252
26,18040.586538862543
27,18435.90882943233
28,17310.859760117084
29,17536.993991197895
30,17336.350613051756
31,18144.311487295585
32,17346.47814152736
33,18179.040241667208
34,17139.025087525486
35,17217.82160470407
36,19177.687604366663
37,17205.63768339572
38,18595.470935640795
39,18285.724452051178
40,18347.600589950434
41,17296.19136554404
42,17519.67290864167
43,17696.34476376806
44,17396.468319794403
45,17645.90591567578
46,18408.350668882922
47,17594.007547292702
48,18180.350898014633
49,17819.888098096817
