,0
0,122032.74143529905
1,122032.74211305029
2,122032.74211305029
3,121521.22479772283
4,121726.06684574
5,121726.06684574
6,122470.26784142095
7,122470.26784142095
8,122470.26784142095
9,122470.26784142095
10,122470.26784142095
11,122470.26784142095
12,122470.26784142095
13,122470.26784142095
14,122470.26784142095
15,122470.26784142095
16,122470.26784142095
17,122470.26784142095
18,122215.39789354271
19,122118.8008662532
20,122724.94340398186
21,122724.94340398186
22,122633.31497757352
23,122633.31497757352
24,121775.86391983536
25,121775.86391983536
26,121775.86391983536
27,122096.59730477622
28,122096.59730477622
29,122382.86077769319
30,122382.86077769319
31,122382.86077769319
32,122382.86077769319
33,122382.86077769319
34,122382.86077769319
35,122044.14154160666
36,121728.72445571859
37,121728.72445571859
38,121728.72445571859
39,121728.72445571859
40,121728.72445571859
41,121728.72445571859
42,121728.72445571859
43,121728.72445571859
44,121728.72445571859
45,121728.72445571859
46,121728.72445571859
47,121728.72445571859
48,121728.72445571859
49,122077.59986636978
