,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,111.92364036302048,111.6241453446647,97.58565829226579,179.8472617395338,89.69492624790942,139.9970565112855,299.96975873318684,285.4027730305201,284.95502912745263,130.01144676857146,94.02432797275505,94.12891205665098,125.01700067629845,394.2823224499097,394.28315040535966,394.29168245428775,489.3751566364265,489.3266174985521,511.3229229232261,511.30354116994437,523.3276615793068,523.3762123448703,523.4127116845268,523.3855565155707,523.3366980064931,523.3205765553661,10.062126116252564,10.026852604881425,10.024811127723344,90.08117973909685,189.99301799530042,189.99436555889676,189.9986228428839,199.9968388071007,199.99835087866472,199.9882017068449,109.99698430625824,109.99827816413784,109.99779990295517,511.31620989007547
1,112.19117814888824,111.66172761436084,97.53170657569329,179.79621266202972,90.5559365175448,139.99361950374077,299.9867559683407,285.1528949379884,284.9601521061967,130.05376927848098,94.11010851164914,94.06612517367842,125.00253349613097,394.28172366943727,394.27813825949676,394.2852760923642,489.35496685962175,489.31004034903555,511.3044769644567,511.3117664391708,523.3806620010196,523.3468214788184,523.31228671707,523.3287903416374,523.3611665184309,523.3404070804755,10.026258032454692,10.024073628983935,10.015406654776418,89.38777932570423,189.9961096951331,189.99738475292818,189.9966114974433,199.99403237207946,199.97669168040574,199.99858661144006,109.99752067530774,109.99841434470575,109.98975037377195,511.3421617962336
2,112.0273749320634,111.7043073352047,97.51380071568762,179.75025615177748,90.60771353551931,139.9958392926994,299.985983602821,284.8887747245125,284.8286704121261,130.03226352301348,94.03320337499659,94.02197601307927,125.04280238644775,394.28090580773016,394.2828716414553,394.2896636871056,489.3055424351603,489.2773008094026,511.3167469740131,511.30723390092254,523.335182386888,523.3675352503494,523.318523800069,523.3136150693588,523.323542381545,523.2950474052708,10.07652384198596,10.016506679218338,10.051195398649469,90.13769942068245,189.99653113737412,189.9894043214902,189.99670749507715,199.99344442839111,199.99195381224138,199.99736173566572,109.99088487468308,109.9948592001452,109.99619189225915,511.3239397619203
3,112.55279209632056,113.70045831283208,97.68752735437393,179.87380240210882,96.73396206822262,139.986661299529,299.95705074180853,286.64539763448005,285.8582761926493,130.0829250038,94.05957125685299,94.16476881709045,125.0117954389297,394.27562701232955,394.2963114199975,394.28897668393364,489.36454902308174,489.38321879681223,511.31613340017606,511.38104063776876,523.3922320040062,523.625105740492,523.6266376367989,523.4158137041873,523.344343311892,523.5003481149848,10.095207972368353,10.037517124125173,10.044066379154568,95.00570218907444,189.9857893935032,189.9929395472986,190.0,182.09281016543727,199.98918767314586,199.97256454995363,109.98444447200389,109.98698352920951,109.9928260298874,511.29557444217943
4,112.19341558569636,112.2478860293578,97.52295804798591,179.78981749927271,89.70439392391066,139.99519133188892,299.9810789122581,285.2129181302162,285.34730947026037,130.01816716652917,94.0583919993192,94.04570983515836,125.03168890160465,394.2815519745057,394.28700293280576,394.2843148418914,489.3141596578768,489.34094860611617,511.30033942431675,511.34013611544145,523.367576569954,523.36481592422,523.4205839761258,523.4368685433922,523.3495906775927,523.338476881069,10.020324384996536,10.027886633787165,10.015119383010802,89.11536899540853,189.99358360983456,189.99152086133654,189.99524330667703,199.9868068873736,200.0,199.99478580387944,109.98786522430677,109.99320532001157,109.99737081650953,511.3056048909656
5,113.90313527633143,113.9203268102826,98.46267952076529,179.96769877870153,96.95005453514193,139.9666985813005,268.3416705968831,290.1389985364844,288.53763728685635,130.2470952940145,94.10772971947547,94.09783594983475,125.04898477120636,394.29793101871604,394.2931403503524,394.2945643785262,489.4154145416365,489.3397918082932,511.43261143012205,511.396465617777,523.5802894818506,523.9711442677302,523.738036764518,524.1998553216162,523.7790793957805,524.0481525365454,10.160110269834272,10.058750794271944,10.125536133209582,96.97432414781092,189.98715727056143,189.98368564514692,189.98384064037253,199.9522891455593,199.9794799724759,199.9699826746575,109.99422531077376,109.99658101265608,109.99072237289256,511.3659352147795
6,113.69234652316447,113.68782427512431,97.94502718465333,179.82626733480842,96.9359436276479,139.98049814068906,299.9883980546613,287.3502424134814,286.5796529269399,130.05003989182788,94.11594633280986,94.0799066981667,125.06778195244476,394.295720453061,394.30025568661944,394.28714249996415,489.3809375536989,489.361253390832,511.3379015298942,511.5497174308787,523.4091386903675,523.5793438042538,523.5078141997172,523.8130077192271,523.5476950479684,523.4938879617006,10.239208022125561,10.04508098730565,10.031022001644978,96.97219730268458,189.9834295304597,189.96322326637264,189.98183509414156,176.38936952934628,199.9920509613656,199.9769442135154,109.98759240411033,109.94407855529276,109.97759078230877,511.3526860247231
7,112.1856078004931,112.10810663771362,97.56276623370943,179.78097678855607,89.85748243392365,139.99439151700082,299.9901050542134,284.8871156465716,285.08678728128365,130.03299190172865,94.04319030956762,94.07100160572452,125.01086212996724,394.2847294858002,394.28631357098016,394.28236332542946,489.30076646997577,489.29895921040793,511.3171729945806,511.30096762778567,523.4108813740745,523.3317239566406,523.3644693030047,523.3804540210119,523.3150709537493,523.3795557892704,10.045081277978936,10.010037040001635,10.016123950382184,89.80513437123646,189.9974370362534,189.99445164633406,189.98254824872612,199.99427874237767,199.9946531848217,199.99804826857144,109.99698574184923,109.99615390879244,109.9927683640827,511.31126567023506
8,111.22677377238016,113.10900882889723,97.43615665998,179.7521675602264,90.40102650267623,139.99766147692776,297.548681000817,284.80637897688507,284.78171979493663,130.02551158955467,94.14357860803307,94.02581402827025,125.0091165773495,394.27984681522054,394.28043883697933,394.280467660118,489.28953224868263,489.3133682523415,511.3176754391101,511.3218690814156,523.3501742005777,523.3392364451236,523.3263715080458,523.3614582031822,523.297283431738,523.286346072533,10.032791287534167,10.036647037397023,10.014288410708064,92.46540745060774,189.99982643543254,189.97382111147,189.9870095894742,199.97927797484292,199.95530381351395,199.97365270721716,109.99480641038808,109.98835044193106,109.9983683390651,511.29278541841467
9,112.90044634810684,112.59832083711835,97.75081830313334,179.81774439681897,95.78054199592935,139.98718527550096,299.9862215198623,285.87493080377703,284.91540780707896,130.10649251823276,94.04968310004655,94.05546023566087,125.02349215961787,394.2835472909451,394.30576514480117,394.29047454157893,489.3462249950691,489.33773589540573,511.2910504826713,511.33163997791763,523.5618764414208,523.3532725947591,523.4847331026812,523.3639427537349,523.5522617261948,523.4074121679031,10.037807609937943,10.032363682087365,10.069815646157679,91.58620540446402,189.98947206271612,189.98965344746134,189.98915909968613,189.2873204119367,199.98347377142633,199.98623166048003,109.9967276980984,109.98527565129255,109.99285594153395,511.3169554967538
