,0,1,2,3,4,5,6,7,8,9,10,11,12
0,628.1884218089756,299.04436008768806,298.51603649928984,159.57256525804954,159.56075434842893,159.6624116420894,159.3551072876083,159.5240103801164,159.60816410006282,76.78282716723575,76.99022744211122,91.62727093265099,91.56782369112966
1,627.9767240349862,350.2001957241063,299.5193168180251,158.72920396866888,159.67907489238942,157.1140587646036,160.06531435508728,109.28729377511131,158.66747677473262,76.7949721238389,77.31123146615033,91.9523407816727,92.70279652062726
2,628.4090117818855,299.57203434672937,299.50108218249323,159.76447466990624,158.51088481786306,158.9918537729336,158.298060904303,159.28060142555998,159.44011099468636,77.62434099339991,76.27935793632781,92.08606220738487,92.24212396652682
3,628.252223198299,298.9794030263893,298.68335659409934,159.5789072449756,159.58312544701545,159.66691293552321,159.3975912543178,159.5756195904442,159.41654504637575,76.1418395894227,76.38405829435385,92.26071135310411,92.07970642567936
4,627.3209353555025,299.9826181323437,299.67388815935243,158.60999279104138,160.02882935861157,156.42988530868166,160.73354805569528,150.93046054281308,159.51263827578893,78.30489968248507,82.82670061871923,92.63351541400803,93.01208830495706
5,670.7741514549646,299.684221198961,301.9622376083127,159.04884922440343,159.1904577903297,161.60107878232628,159.47304928551472,108.94609122987042,159.66918308036705,76.74631125998494,77.62999551537034,92.62961772858709,92.64475584100798
6,627.9036275523171,350.0937173205617,299.21953829595356,159.5885721229343,159.61692613306042,159.28636300975228,159.68308353807507,159.2061490281561,109.76657208951075,76.44405075118101,76.29601882250529,91.51151574621686,91.38386558977516
7,628.299798726719,299.8536533388721,302.7765178608348,159.98381911665751,160.01885352924455,110.35693538847813,160.1069934886499,159.96596554912438,159.83382656097197,77.60246197471977,115.30314924602403,92.72870113380952,93.16932408589402
8,627.9209474876247,299.2239460307453,299.1335481011912,158.82085248084425,159.69885634111148,159.4637788113703,159.0494448019403,159.01100361354557,159.56086139814923,77.02215584632302,77.4280173582616,92.07561284766717,91.59097488122593
9,628.2329077216766,298.18753417178425,359.42805504618843,159.13878968197827,107.90097505184124,159.2001284541716,159.77187142129526,159.73858909500862,159.1184140556477,73.98549828643662,75.14574466928542,92.00256471308752,88.14892763159897
10,628.3134824452155,359.82125718397316,298.8570655185193,147.7491980045826,159.68970159321626,159.38056648446022,159.73703570564496,159.70642765884492,109.2974139817778,76.90313538944575,76.89025760129186,91.70342735344177,91.95141833362338
