,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,3536442.3947521644,5134270.244439498,5903983.855684596,3980271.099498264,3436448.630736665,2464550.8487712964,4156337.763341632,4781767.958441547,4702808.655981637,1758340.4701412097,5376201.8444926515,5320876.380963074,1744661.5239947932,3650981.119538589,854057.4487812467,2422024.3705876083,5528874.228865534,8117137.310411882,4583227.490144497,5110131.577910975,5307980.5053549,6438100.96880754,7226227.969652891,2952500.0985720255,4673303.795642326,2650100.253435435,5685781.102972501,2620121.575207082,5953413.142432167,3870464.3190954654,4972817.175489051,7314251.49164533,4979481.105294289,4099275.689055525,5961031.480405689,6932517.483132303,7956082.594974826,8038943.381174798,1364007.4658967296,6737148.856934242,8603344.143290862,6870467.4607438585,5819478.909812088,8749741.625759354,6578067.133252453,2533961.4951094077,5740496.489399799,3165697.273441896,3642252.995701034,5636781.820510485
1,3536442.3947521644,5134270.244439498,4273263.919205633,3980271.099498264,3436448.630736665,2464550.8487712964,4156337.763341632,4781767.958441547,4038768.6691271835,1758340.4701412097,5376201.8444926515,5320876.380963074,1744661.5239947932,3650981.119538589,854057.4487812467,2422024.3705876083,4640222.192329323,8117137.310411882,4583227.490144497,4616605.427860072,5307980.5053549,6438100.96880754,5461013.339637232,2952500.0985720255,4673303.795642326,2650100.253435435,5685781.102972501,2620121.575207082,5236364.960406804,3870464.3190954654,4972817.175489051,7314251.49164533,4979481.105294289,4099275.689055525,5961031.480405689,5354506.03469972,7956082.594974826,6635613.7483495325,1364007.4658967296,6737148.856934242,8603344.143290862,6870467.4607438585,5819478.909812088,8749741.625759354,4346865.62657732,2533961.4951094077,5361967.118931895,3165697.273441896,3642252.995701034,5636781.820510485
2,3536442.3947521644,4468712.60060229,4273263.919205633,2712395.7149306904,3436448.630736665,2464550.8487712964,4156337.763341632,4781767.958441547,4038768.6691271835,1758340.4701412097,2056509.64777448,5320876.380963074,1744661.5239947932,3650981.119538589,854057.4487812467,2422024.3705876083,3648482.1506911474,7293135.409908767,4399567.002313672,4317492.21838666,5307980.5053549,5419198.930633719,4007509.6880923193,2952500.0985720255,4673303.795642326,2650100.253435435,5685781.102972501,2620121.575207082,5099362.300521847,3870464.3190954654,4000252.955982997,6092351.152413868,4979481.105294289,4099275.689055525,5961031.480405689,2069784.740909854,6778955.724217252,4072624.783820893,1364007.4658967296,6224428.129871498,8603344.143290862,6827838.115330746,3374556.6977387173,6230093.254443495,4056612.427979623,2533961.4951094077,4064954.207154381,3165697.273441896,3642252.995701034,2705932.5372605463
3,2723202.443353994,1853304.5130709817,2606055.9949118067,1187865.4905031733,2765152.7905949433,1994198.7448561268,2109415.7388816127,1987421.73316465,2209880.5370144667,1758340.4701412097,2056509.64777448,4244663.180544981,1744661.5239947932,3633257.696050092,854057.4487812467,2422024.3705876083,978613.9322260506,3983409.835592361,4399567.002313672,1622483.8555778172,3799243.48039098,1549268.2407192895,2722774.9452391025,681479.4865788708,1101702.170903505,1202618.3131278744,4076304.164317406,2620121.575207082,171361.02571967026,2470912.501169494,897560.0092398585,3239048.2150750794,4101191.3984286417,4099275.689055525,1436857.2029792187,1519096.9287949367,3257038.8397669876,2880350.48417541,1364007.4658967296,2136424.1466164337,5610342.642184127,4914259.559803232,2994083.4726879564,4023072.9568353165,3956864.766569237,1179152.2055956433,2569943.2912384807,2991722.479643575,3642252.995701034,2130119.872495905
4,1296063.6610701212,420189.34371792234,511484.2792560763,239316.90034766833,640181.988780945,171986.34531902583,878609.9377631895,689171.6989282856,423093.5721435574,1316717.864942102,319489.1990765899,540814.2721243061,1570639.6861629912,1406268.191448548,854057.4487812467,1418069.3994318782,554648.7221383094,1014381.9305654885,1221909.238568774,263027.7211337815,812074.2466055505,800742.3028004421,1646124.9308533156,146465.5666684042,227445.70201176248,641270.1503043502,1239300.5885156193,1033137.2504255403,142885.08519902817,223437.16857627002,145646.16461687582,696034.5279360435,2295415.2493244475,762044.3477214011,142218.76082746315,823692.9286677169,1225730.8117654482,256740.83133251214,1341130.9993150395,629854.0826392978,2037267.211230279,1066684.409005835,1023891.2055941855,1382836.218005618,221443.108234144,791086.7433661812,240440.10550851916,500294.03100816836,2958069.950731687,184474.34276652843
5,418461.92963986966,150201.06824175233,171775.61665569153,154904.41743359572,156932.06766575307,152666.94596651912,147050.06385122624,591945.7054335431,172250.3803647625,144391.91753490962,140384.11550665577,142816.04500964165,484813.07522609644,155256.0549480388,221663.60409298472,365269.1878857305,258066.1099733659,441519.53729652567,531784.0878687673,138583.3005756968,148277.8990009965,414999.70468451834,150891.2592234957,146465.5666684042,150233.03905190816,133954.95882731935,181160.32591894764,155731.74584105742,142885.08519902817,145156.2328953439,145646.16461687582,616719.5412939147,195230.75101382675,158359.92426974658,142218.76082746315,145822.80927964486,513078.5031045259,147255.5272786625,157408.46666690568,193796.08422107113,143501.92268865358,403051.2588610528,248274.9534140486,154447.26614010677,135181.64887360006,268290.02883889066,141544.75269614815,155034.09295766664,1409716.2935142803,146401.16207077878
6,141440.78599654825,150201.06824175233,137677.08802383582,150557.39618589293,144837.42851630313,135054.1172276162,144265.95010646124,153748.39521452435,136636.53790634137,142441.45754391624,134408.57652994676,139197.03952058707,145488.2256277921,147463.0094599154,142037.33130611287,144266.8954446824,146002.3407565934,154091.2825361729,147097.4954332387,136566.24242688512,142009.5613980888,143997.09082841655,140933.60100218485,142139.89336521432,145870.20547803142,133954.95882731935,146186.83067036924,153260.01880333494,142885.08519902817,145156.2328953439,140003.4968645444,143784.15427494954,145928.55703751545,145074.90739536553,142218.76082746315,145822.80927964486,141374.43705405018,136117.2574733992,139952.9821404664,141981.21152666974,143501.92268865358,145456.55652709375,138447.73448434108,140270.98429748742,135181.64887360006,144417.27035637083,139010.78213204033,143892.6820340103,144178.2621505509,136355.62808156922
7,137080.01513837226,135618.29685369186,137677.08802383582,143281.8132253449,139948.05991303283,135054.1172276162,140635.89081746264,139558.20589849795,136636.53790634137,136943.4874650423,134408.57652994676,139197.03952058707,139295.24779396836,137786.40145259665,137531.42026695856,142207.942295234,133419.90539580683,145083.7064187819,138647.54922788692,135742.7864090899,139219.5292089322,132920.0532965525,137432.3563463573,133185.72257666895,139969.62596224033,133954.95882731935,146186.83067036924,139929.9610889433,133725.59856933428,136507.68956133665,136489.51974384044,140779.5170655757,139418.18215388787,145074.90739536553,136760.7835924689,139103.24220907287,141374.43705405018,136117.2574733992,135772.63516140985,141981.21152666974,143501.92268865358,141693.86672713212,138447.73448434108,140270.98429748742,135181.64887360006,134207.37908565442,137840.3139912341,138347.93109428568,144178.2621505509,135572.17258005048
8,136110.07224258475,134543.69400866635,137677.08802383582,139484.2691523783,135788.11068089242,135054.1172276162,139181.12134870986,139019.47636677945,136636.53790634137,136943.4874650423,134408.57652994676,135185.73016477848,134481.6978219813,137786.40145259665,137531.42026695856,140370.58628921275,132269.85379096854,139712.70946419443,138647.54922788692,131639.75973288616,138362.7703977819,132920.0532965525,135685.13579259126,133185.72257666895,137021.79584329517,133954.95882731935,136514.9818989594,138241.5924412834,133725.59856933428,136507.68956133665,135921.54085196162,133348.8149442746,135770.67885952722,131895.16171623103,136760.7835924689,139103.24220907287,141374.43705405018,136117.2574733992,135772.63516140985,141981.21152666974,135560.49240666078,138692.89903801755,136936.88570896036,137539.7032961934,135181.64887360006,134207.37908565442,134180.8687333688,133402.19252349727,144178.2621505509,135572.17258005048
9,136110.07224258475,134543.69400866635,136971.41569735273,139484.2691523783,135788.11068089242,135054.1172276162,138367.58922070233,138423.67252516118,135611.19630807897,136943.4874650423,134329.65550831458,135185.73016477848,134481.6978219813,137786.40145259665,136434.17420309118,139966.94657958474,132269.85379096854,138057.20245236994,134251.76871297427,131639.75973288616,137198.75931102663,132920.0532965525,134486.29462446427,133185.72257666895,137021.79584329517,133954.95882731935,133656.18409524116,137529.10469920933,133725.59856933428,136072.94415949043,132791.66678850102,133348.8149442746,135770.67885952722,131895.16171623103,136419.19347801758,139103.24220907287,138695.5852345417,136117.2574733992,134710.90684533378,139347.14664190842,135480.3015857258,138692.89903801755,136788.42935927014,135230.85893363945,135181.64887360006,134207.37908565442,134180.8687333688,133402.19252349727,139022.47727342558,135572.17258005048
