,0,1,2,3,4,5,6,7,8,9,10,11,12
0,448.79895051,224.39947526,360.0,180.0,180.0,159.73310011,178.00262372,159.73310011,159.73310011,114.79982509,114.79982509,120.0,120.0
1,269.27937031,360.0,360.0,180.0,180.0,180.0,180.0,180.0,159.73310011,114.79982509,116.18770449,120.0,120.0
2,359.03916041,360.0,360.0,159.73310011,159.73310011,159.73310011,172.69568885,159.73310011,159.73310011,114.79982509,114.79982509,120.0,120.0
3,669.66856157,360.0,299.19930034,109.86655006,159.73310011,159.73310011,60.0,159.73310011,109.86655006,114.79982509,77.399912543,120.0,120.0
4,669.66856157,149.59965017,360.0,159.73310011,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,77.399912543,114.79982509,120.0,120.0
5,448.79895051,360.0,242.66899886,159.73310011,159.73310011,180.0,159.73310011,159.73310011,180.0,114.79982509,114.79982509,120.0,120.0
6,448.79895051,303.46969852,299.19930034,159.73310011,159.73310011,180.0,159.73310011,180.0,159.73310011,114.79982509,114.79982509,120.0,120.0
7,680.0,151.73484926,360.0,159.73310011,159.73310011,159.73310011,159.73310011,159.73310011,60.0,114.79982509,114.79982509,120.0,120.0
8,269.27937031,360.0,360.0,180.0,159.73310011,180.0,180.0,180.0,180.0,116.18770449,114.79982509,120.0,120.0
9,359.03916041,360.0,360.0,159.73310011,172.69568885,159.73310011,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,120.0,120.0
10,680.0,78.467512087,360.0,159.73310011,109.86655006,180.0,180.0,180.0,159.73310011,77.399912543,114.79982509,120.0,120.0
11,269.27937031,360.0,360.0,180.0,180.0,159.73310011,180.0,180.0,180.0,116.18770449,114.79982509,120.0,120.0
12,680.0,360.0,360.0,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,60.0,58.801136944,40.0,120.0,92.399912543
13,359.03916041,360.0,251.36118942,180.0,180.0,180.0,180.0,180.0,180.0,114.79982509,114.79982509,120.0,120.0
14,538.55874062,360.0,360.0,159.73310011,159.73310011,109.86655006,159.73310011,109.86655006,159.73310011,114.79982509,77.399912543,118.17610864,92.399912543
15,680.0,151.73484926,360.0,159.73310011,159.73310011,109.86655006,159.73310011,159.73310011,109.86655006,114.79982509,114.79982509,120.0,120.0
16,628.31853072,303.14941866,360.0,109.86655006,159.73310011,159.73310011,60.0,109.86655006,159.73310011,114.79982509,114.79982509,120.0,120.0
17,448.79895051,224.39947526,360.0,180.0,180.0,159.73310011,159.73310011,178.00262372,159.73310011,114.79982509,114.79982509,120.0,120.0
18,448.79895051,360.0,360.0,159.73310011,109.86655006,159.73310011,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,93.069348689,120.0
19,269.27937031,360.0,360.0,180.0,180.0,180.0,159.73310011,180.0,180.0,116.18770449,114.79982509,120.0,120.0
20,448.79895051,360.0,360.0,159.73310011,159.73310011,109.86655006,159.73310011,109.86655006,180.0,117.46882395,114.79982509,120.0,120.0
21,359.03916041,360.0,312.16188908,159.73310011,159.73310011,159.73310011,180.0,180.0,180.0,114.79982509,114.79982509,120.0,120.0
22,359.03916041,360.0,360.0,159.73310011,159.73310011,172.69568885,159.73310011,159.73310011,159.73310011,114.79982509,114.79982509,120.0,120.0
23,269.27937031,360.0,360.0,180.0,180.0,180.0,159.73310011,180.0,180.0,116.18770449,114.79982509,120.0,120.0
