,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,628.4273579883808,628.3174639725487,628.7050106419761,628.3848180477382,627.9798334244592,628.3219541307561,627.9721518417115,628.3481458942601,628.1744216144051,628.4077392056561,628.0708303805334,628.2075339426397,628.0032502630588,628.323620397998,628.5126643455278,628.3173548218964,628.4551881198828,628.3215110824682,679.9988759698998,663.2150112129465,628.4307714647406,628.3412103969471,628.3052032346613,628.3212756238275,628.3216077048107,628.3072750193152,627.8805705754248,628.2662900385359,628.193105437906,628.383085815337,628.3481457951182,628.0897000779809,628.6495650157119,679.9660279103256,628.305869439033,627.7766055524065,628.1925921638508,628.2380624758937,628.3412126103719,628.1834389232221,628.3217677116317,628.2452611353878,627.5250879656628,628.3217267526865,628.3762153842908,628.3213548666598,628.3203183571138,628.3245018631675,628.2342584039453,628.2796937889892
1,301.0610160963632,299.18049853491635,301.2518523517977,302.7442930449987,298.7955703411902,299.20236211322515,306.078030014453,299.2289155181867,299.1437806245709,303.145805193603,298.1656019392087,299.343972678827,299.2495179692719,356.990365217067,360.0,299.19344564645513,300.8111864417548,299.20211234377786,298.4582233267803,304.0860628960837,304.2624921787445,299.2219800009271,297.1199383376092,299.20157140828394,299.20218140898857,359.9427531625391,299.1562216525607,359.9567916877094,299.2566681198954,303.0078664858561,299.2289154190425,299.0602576376626,298.68323571309975,298.8242596592797,297.75555909770947,351.3944282706361,359.95971982698893,299.08936724696514,344.07828555123643,298.6871488115365,299.20247153742974,298.2000923705374,298.8187142639924,299.20236767708815,299.27142802011394,299.20168068605915,299.20082463150027,299.20477630743767,296.0054322414985,298.01944326988604
2,301.96354549821103,299.17995961508745,359.96459462610414,302.6702354588633,298.6850031830198,299.20270291989675,300.09076014260876,360.0,308.72544103501104,298.96438591484656,299.0435013466566,299.13015824651984,298.91353125252493,299.2041682626834,295.6812261852194,299.1762147539147,299.42417670611474,299.2021226143026,298.49496823409675,299.26807749775617,299.13619813355194,344.07831225559744,298.5461904612176,299.2013628087719,299.20223374209604,299.14581297598556,359.76728998922323,298.7736070537775,299.6552477369065,302.43144153512753,360.0,297.99311839665853,359.9119269934995,297.12352150051186,299.00288374294496,297.54027394157345,299.33876070833463,303.26319307674027,299.2219822261512,298.5978932806929,299.2024831894045,303.70090980186035,359.885249576797,299.2024198110221,296.93092153055187,299.2019405263334,299.19818801645675,357.8755825320484,299.2658123346929,299.0443508680877
3,159.84856722825504,159.72906694933235,109.76751814538225,159.79930793833643,159.27412498611739,159.736506459057,109.90746093176081,159.76271529026317,159.6120059435505,109.8021690793005,158.9857175991795,159.83440679862366,159.47104926607244,109.87166446321986,159.9704377447831,159.7249788894111,160.0734944457559,159.73592542895372,159.23839665108864,159.9282265318996,159.84766688219926,159.75577978408828,159.72707745962086,159.73541456611923,159.7359237077149,159.68148027678652,159.58670768940493,109.84830083056279,159.9573021593879,159.79760068039002,109.89616513414086,159.55493444861975,109.78462316991008,109.2339720163805,159.7559262984647,109.76125878884669,108.77785685853883,159.70874208639262,159.75578201202757,159.59776751965452,159.73632082895654,159.6055676554657,110.73918878499457,159.73626031075224,159.91236447063196,159.7359312169024,159.73389316808044,109.8725821779849,159.71348480585922,159.5378804990546
4,159.85617430053307,159.71785788157686,157.91357584771248,159.7991285354525,159.11936672239887,159.73646670710113,159.5709842394328,159.76271529026343,159.81498006628047,160.0390899487719,159.6734584118498,160.71916078232456,160.7783449666701,159.73824057696194,160.18859144730467,159.73241944741093,159.88675424467064,159.7360489817468,158.9411519570214,109.96447282214663,162.44836331471757,159.75577973312537,158.63029175320557,159.73570991757262,159.73600289028823,109.86853821119013,159.43030943647662,109.85200698125246,158.51565412251753,159.7976177985873,159.76271519112072,159.51433168586289,159.64889203666735,158.64594592661166,159.69328601909473,159.22706281851237,159.69206660888509,159.69952136324,159.75578200276976,159.51914086836288,159.73633298911741,159.53091557435923,159.42913420222706,159.73625739141468,159.7141387693133,159.735873153451,159.7338750054313,159.73847456677294,159.65904767117232,159.5195947146603
5,110.20104927473845,159.72643779727574,160.03118263819255,159.80162947225483,159.47561028196972,159.73649983391192,159.97077636331585,159.762715290263,109.93396682770158,159.71936369690076,159.58409186859214,159.30174309159023,159.86379746237466,159.73813079598273,159.86675022874257,159.73446384058994,159.8326217708857,159.73599997841066,159.17415447687335,159.81027515688572,159.79028525137224,159.75577979527083,159.64389179433098,159.73584085631157,159.73603134526178,159.74435927748323,159.2640923673687,159.55979422338956,159.56484234739023,159.79767554907482,159.76271519111887,159.56751238448692,159.65979408638594,159.61330388752378,158.56967707917622,159.83921758086578,109.32939866988957,164.70964153473722,159.7557819933597,159.60844322828248,159.73624110503604,155.60434272233647,109.79447077261125,159.73623464438296,159.82919334160036,159.7359097614939,159.73447160630883,159.7392112331887,159.6945846241512,159.44484672645007
6,159.9103698884567,159.71600223015864,108.2035519081744,159.7991606636448,159.5134929904299,159.7364349060405,159.93944112215877,109.89616523328236,159.75738560558972,159.6752090045818,160.51444126476508,159.75724556381343,158.93979192450618,159.73814965582835,160.37288634577627,159.7289818096634,159.8308365686482,159.73595385249618,159.5991213129696,159.37185919744945,159.77983923832394,109.88922971948261,159.65080037369296,159.73555967833985,159.7360258087192,109.71890231875962,159.59375066353147,159.52898110041937,159.43155687207118,159.79765163397667,159.7627151911198,159.27226412257082,109.821428569169,159.39287609184535,159.86102599174157,158.5100087625939,159.8307136763867,110.06494317019168,159.75578196933165,159.8331460975982,159.7362996573347,159.44983606087786,159.3761269543196,159.73623716859973,159.78217501874056,159.7357450309413,159.7323881378478,159.73914853910205,158.69473813281277,159.51069688883695
7,159.9340326848694,159.72193266263665,159.06534354605589,109.93594609033754,159.96338116422066,159.7365027344929,159.81601939700187,159.76271529026351,159.34448721983784,159.671045486575,159.465048218581,159.89658054980342,159.1718840557427,109.87169092715767,109.86987047726211,159.73302466578804,109.95274322571629,159.73602052186314,109.70402921496311,159.79388856415918,109.75245643016427,159.75577976997792,159.65894304065444,159.73513810105237,159.73578999865967,159.7301398293352,109.75073929116692,159.658715016966,158.97450635371592,109.93108655876298,159.76271519112083,159.5531548340327,159.88492076053095,159.66334527902947,159.73361930689748,158.78786093738213,159.68987782489106,158.7354922261653,159.75578201630177,159.51533182790516,159.73627609796688,159.51269002764204,159.54809909856706,159.73625681535952,159.81152811604602,159.73582747465815,159.73368821769415,109.87236618354393,159.7123213219601,159.35915882655755
8,159.87497106279648,159.72049572497235,160.09775244658357,159.79906268384443,159.43049247741342,159.73645906886821,159.62641048473193,159.76271529026286,159.18038506032275,159.67560891521128,159.53746743978968,160.00841268180437,159.82859341624416,159.73819414647528,159.10753696675806,159.72644795374993,159.82825752234203,159.73582419139723,159.039499890966,164.6773606089977,159.8475558868985,159.75577975410414,159.6466493903544,159.73532560721196,159.73593734727444,159.73403449936893,109.83669908885342,159.63326833054327,159.55597633394845,159.797674955902,159.76271519112143,159.36133874094648,159.69555088541324,159.675727678108,159.73580377962787,159.29895019877023,159.61519127866868,159.66349601810384,109.88923191836248,159.5574057435072,159.73624801846827,158.50760214490404,159.60015915636907,159.7362900140199,159.70917588519475,159.73589613256456,159.73287038509952,159.7389842631536,159.5594075979959,159.51468876604315
9,78.11457063715584,77.19202482219416,76.61708544642214,114.86804342045507,76.93290806665479,77.4031349420315,114.8585361618359,77.42952771903693,114.54028044005014,79.71781033188496,76.59084908798803,79.30068171183886,76.79868364904165,114.57185899616475,69.33572631900866,75.39672604598006,119.405376030873,77.40217068922276,77.3812106539142,77.46380722706643,77.38675168162841,77.42259217689455,77.36950182612017,76.98222692070296,77.08276423326403,77.04282621775194,77.23914750785327,114.10490073011162,77.11199770567926,114.86446266284189,77.42952761989649,76.48966193937281,77.47884918669776,77.10074081905918,76.58140109993049,77.05093843398534,113.96423365862155,114.829921984951,77.42259440114393,76.4011485344831,77.40019681451074,76.85019702833002,114.22754113937621,77.12499981650225,75.12618610835013,77.05740406192525,77.38750946619565,113.80793144764223,77.34355686882229,76.98992169625582
