,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,100.0,371.36452273925795,249.95340645907075,24.999863163791808,54.439806863823904,268.88128210149534,55.80348828356555,160.4120462237299,200.0,40.0,149.99944146252867,74.99944879378742,63.66382322692208,95.0,208.49949163609102,79.99011658522869,79.9953735692181,229.99813807620473,400.00033661854206
1,100.0,433.87531597379126,220.4784124545517,24.95334635496296,58.01674619176915,250.7780424112368,59.84033136783806,154.3582248563226,200.0000527589346,15.139393063845672,149.99254863079574,74.98772975033069,63.700840144590465,94.99987761378809,216.88422888686785,79.9995918298926,79.99634692714284,229.99904516899372,400.0
2,100.00111980739142,370.55565468629266,249.75602956381954,24.999906759098078,60.296355490569795,256.75103449578285,53.89313145575676,178.53788278743647,200.00471614307003,26.96919366988188,149.99920232021518,74.9997605872686,63.749281315774574,94.99863161562618,212.68404747063974,79.80011165907855,79.99994793223945,229.9999386386018,400.00404791607684
3,169.8162077392634,371.02372094407974,231.13508748793788,24.98353587034259,52.7447540741684,237.3690565382999,55.12940213610398,136.24423409681043,200.0015252702873,38.94109868688884,149.9997468165501,74.98903538314579,63.748931811025514,94.99953611427598,216.8756748970307,79.99934278134559,79.9994211680969,229.9996062572637,400.0000821335187
4,121.81967676533036,370.72006101811183,246.76262933667488,24.99714235570606,56.11960863662718,220.37736241517982,58.39985000875433,202.71601178435083,200.00429056158487,32.209644327192855,149.9989569537466,74.99905797799275,63.749053787308405,94.99592154834065,200.1267024602265,79.99913621016161,79.9992375763808,229.9987416720702,400.0069146042593
5,134.92013117521273,371.1443551000978,249.9975269972773,24.999420543350645,63.74943073157954,225.93073807563135,59.52022664203144,184.64188066135887,200.00070542371716,19.006727719363454,149.99947784391708,74.98754061535426,59.854196709323375,94.93759950368226,204.31082443367478,79.99971348738325,79.9995926996513,229.9990128272686,400.0008988101254
6,100.0000115043157,371.3378590939808,249.99993294478398,24.911459451675036,63.747507966831556,258.27095236790007,61.594970633097454,160.391748110528,200.00275514609376,27.119533943732993,149.999367409246,74.99995177106122,63.7497809905914,94.99998657892759,216.87468305952882,79.99842877423417,80.0,230.0,400.0010701114654
7,100.00440115553276,371.7669278788592,230.01761469304412,24.986989437826473,56.67321851250025,252.88663301152945,54.09415774740264,196.58937696354823,200.0,31.396525707018203,149.99176947175954,74.87591630619973,63.19741652077731,94.66094990990429,216.86668583524352,79.99388497876755,79.99793174574636,229.9998140721913,400.0
8,100.00099842487212,371.32005888481723,250.0,25.0,59.84044817601109,267.58861106601597,61.259042532293655,148.33155967722647,200.00162096873214,34.18256729897368,150.0,75.0,63.60164035544234,95.0,216.88069719915805,79.99297259127077,79.99810397709028,230.0,400.00125095646376
9,100.0,371.30342840451516,246.551884973389,24.99982125345609,63.65333599995916,252.28061370493458,57.569121472229085,172.50227633588796,200.00001489547054,25.397846492742627,149.9998429616589,74.99984296165891,63.74299737347882,94.99984296165891,219.99964934714097,79.99984296165891,79.99984296165891,229.9998429616589,400.0
