,0
0,1.1
1,1.0985264386
2,1.0915470865
3,1.0950313854
4,1.0957913957
5,1.0947951772
6,1.0887659431
7,1.0718656454
8,1.0848352964
9,1.0981672076
10,1.0901851653
11,1.0889397459
12,1.0779678829
13,1.0225010276
14,1.0215349313
15,1.0501625386
16,1.0904412057
17,1.0639628704
18,1.0757169667
19,1.0640656592
20,1.0665584521
21,1.1
22,1.0900107234
23,1.0776432997
24,1.0592270049
25,1.0437459724
26,0.97807496154
27,1.0139132282
28,1.0442122544
29,1.0369059081
30,0.95318936634
31,0.97245379486
32,1.017606019
33,0.97037961701
34,0.98211533155
35,1.0198632841
36,0.98069147832
37,1.0126992028
38,1.0214918185
39,1.0211762997
40,0.99526627959
41,0.96107758012
42,0.97314291471
43,0.97174784103
44,0.96131474917
45,0.97868526532
46,0.99326781193
47,0.99235549292
48,1.0556895293
49,1.059740327
50,1.0608894692
51,1.0552568918
52,1.0780318049
53,1.0928856996
54,1.0757372425
55,1.0313155333
56,1.0263316305
57,1.0059306677
58,1.0312998985
59,1.0352452357
60,1.0292558249
61,1.0306951368
62,1.0299442532
63,1.0515498368
64,1.0577895717
65,1.0454408636
66,1.0544945236
67,1.0311533338
68,1.0997259398
69,0.99135712206
70,1.0008340925
71,1.0251384813
72,1.0568415599
73,0.98938895614
74,0.97216923163
75,1.0083039118
76,0.99460558584
77,1.0231489872
78,0.99125024857
79,0.98732187351
80,0.9604856118
81,0.98675353203
82,0.98322654158
83,0.98480564627
84,0.9742552515
85,0.97616858845
86,0.96956322174
87,0.96088801297
88,0.95899217974
89,0.94725856757
90,0.95919725477
91,0.9775261018
92,0.96273646003
93,1.1
94,0.99189926853
95,0.98671605107
96,0.98217769245
97,1.0961327241
98,0.99113644123
99,1.004306835
100,1.0958784335
101,1.0934805547
102,1.1
103,1.0999749284
104,1.0882194225
105,1.0749083537
106,1.0714217021
107,1.0730211576
108,1.0965558823
109,1.0906803173
110,1.0865149581
111,1.06566553
112,1.0866110041
113,1.0816678831
114,1.1
115,1.0921533179
116,1.1
117,1.1
118,1.0866866489
119,1.0895988257
120,1.0584452038
121,1.0924764167
122,1.1
123,1.0411875616
124,1.0939853868
125,1.1
126,1.1
127,1.0999911822
128,1.0926143893
129,1.0820300928
130,1.0982155901
131,1.0634585649
132,1.0554118211
133,1.0447630288
134,1.0913822682
135,1.0943180666
136,1.0987646714
137,1.0932651494
138,1.0956016722
139,1.0586076782
140,1.0917149477
141,1.0963249367
142,1.0812023277
143,1.0946442191
144,1.0866827409
145,1.0458226556
146,1.0714179521
147,1.058679607
148,1.1
149,1.0480861429
150,1.0916638086
151,1.0621565894
152,1.1
153,1.0776452918
154,1.1
155,1.0801519009
156,1.0382253016
157,1.0725535938
158,1.0864989036
159,1.0943600811
160,1.0868003794
161,1.1
162,1.0934056596
163,1.1
164,1.1
165,1.1
166,1.0944132033
167,1.0543325881
168,1.068534522
169,1.1
170,1.007357512
171,1.0494542091
172,1.0562868041
173,1.05000344
174,1.0487229214
175,1.0633977571
176,1.0878743233
177,1.0360241471
178,1.0402957366
179,1.0377673834
180,1.0682364861
181,1.0733736018
182,1.0252853575
183,1.0395540652
184,1.0475548504
185,1.0579425154
186,1.0501645734
187,1.0577065803
188,1.0581062215
189,1.0670121023
190,1.095873972
191,1.0175324
192,1.0965466055
193,1.0783039364
194,1.0509804158
195,1.0604100131
196,1.0575046757
197,1.0712715499
198,1.0575731406
199,1.0581972009
200,0.94234079776
201,1.0538759988
202,1.051655691
203,1.0139123738
204,1.0592459907
205,0.94075248518
206,1.0449593347
207,1.0498816615
208,1.1
209,1.0681558532
210,1.0616454553
211,1.0570100604
212,1.0448454803
213,1.0589518582
214,1.1
215,1.0702912042
216,1.0603528801
217,1.1
218,1.0709946404
219,0.96176611904
220,1.1
221,1.1
222,1.085707159
223,1.0725564532
224,1.064088482
225,1.0687767282
226,1.0582765903
227,1.0577798916
228,1.0989903328
229,1.0722862492
230,1.1
231,1.0744569036
232,0.97901333322
233,0.99105307699
234,0.94509934084
235,1.0705575906
236,1.0261580534
237,1.0267363284
238,1.0681574293
239,1.0158168057
240,1.0283983128
241,1.0385685901
242,1.1
243,1.0938773447
244,1.0143036478
245,1.1
246,1.0199184023
247,0.99364287649
248,1.0124944878
249,0.99356979114
250,1.0307145477
251,1.0116457292
252,1.011042251
253,0.96564302825
254,0.9
255,0.90945794617
256,1.0008641477
257,0.9
258,0.96451909385
259,0.99027059643
260,1.0166596476
261,0.96689034936
262,1.0569657178
263,1.0200363071
264,1.0125955495
265,0.97190767049
266,1.0089772116
267,0.99564912274
268,0.98923056478
269,0.96726090107
270,1.0211238932
271,1.006692885
272,1.0251216613
273,1.0032854116
274,1.0938202331
275,0.98947327081
276,1.1
277,1.0105801037
278,0.93293822899
279,1.0615562211
280,1.0720201008
281,1.059103543
282,0.90246899103
283,1.0774403019
284,1.08563539
285,1.0831560696
286,1.0678568142
287,0.99659508753
288,1.0757665938
289,1.088455747
290,0.99138245379
291,0.99558456391
292,0.97571543305
293,1.0159942948
294,0.9099811932
295,0.93317813534
296,1.0798463785
297,0.99593784168
298,1.0032788299
299,0.92023119794
