1,1,90,49,0,0,1,1.0005025550300683523,5.3058621258099325502,115,1,1.1000000000000000888,0.9000000000000000222
2,1,56,15,0,0,1,1.0150491320255945471,7.2483528503612371097,115,1,1.1000000000000000888,0.9000000000000000222
3,1,20,0,0,0,1,1.035646554547112741,5.8961363631717444989,230,1,1.1000000000000000888,0.9000000000000000222
4,1,0,0,0,0,1,1.1000337964145097125,4.162848095192472897,345,1,1.1000000000000000888,0.9000000000000000222
5,1,353,130,0,0,1,0.99280523538564457997,3.9718133459935760499,115,1,1.1000000000000000888,0.9000000000000000222
6,1,120,41,0,0,1,1.0064257882318166093,6.4650075615474698054,115,1,1.1000000000000000888,0.9000000000000000222
7,1,0,0,0,0,1,1.0322547761000853139,5.4861325395166193886,230,1,1.1000000000000000888,0.9000000000000000222
8,2,63,14,0,0,1,0.99328916803156108717,1.9160970370582619537,115,1,1.1000000000000000888,0.9000000000000000222
9,1,96,43,0,0,1,0.97854306948122848908,2.1637223323763552507,115,1,1.1000000000000000888,0.9000000000000000222
10,2,153,33,0,0,1,1.0027391598579737941,0.75770976350014762613,230,1,1.1000000000000000888,0.9000000000000000222
11,1,83,21,0,0,1,0.98261182830196380777,1.8650552446804051776,115,1,1.1000000000000000888,0.9000000000000000222
12,1,0,0,0,0,1,1.0315525493222679199,4.5855136613556499725,230,1,1.1000000000000000888,0.9000000000000000222
13,1,58,10,0,0,1,0.97628311312202431527,-1.2273941599470243879,115,1,1.1000000000000000888,0.9000000000000000222
14,1,160,60,0,0,1,0.97521367717772511341,-5.1547496848161520333,115,1,1.1000000000000000888,0.9000000000000000222
15,1,126.70000000000000284,23,0,0,1,1.0089966150495899289,-8.6409137949816656743,115,1,1.1000000000000000888,0.9000000000000000222
16,1,0,0,0,0,1,1.077578067004304696,-2.4936079031777609316,345,1,1.1000000000000000888,0.9000000000000000222
17,1,561,220,0,0,1,0.99798979756813266384,-12.796043131048289609,115,1,1.1000000000000000888,0.9000000000000000222
19,1,0,0,0,0,1,1.0222534109405674307,0.66451757446471404478,230,1,1.1000000000000000888,0.9000000000000000222
20,2,605,120,0,0,1,0.98143866996480921827,-3.1486053816117967052,115,1,1.1000000000000000888,0.9000000000000000222
21,1,77,1,0,0,1,1.0163058724745333006,1.1671993637969124702,230,1,1.1000000000000000888,0.9000000000000000222
22,1,81,23,0,0,1,0.97656904636585706303,-2.737801122496138273,115,1,1.1000000000000000888,0.9000000000000000222
23,1,21,7,0,0,1,1.031151812172570903,3.0938686176083427526,115,1,1.1000000000000000888,0.9000000000000000222
24,1,0,0,0,0,1,1.062721483535485012,5.1501952052945387805,230,1,1.1000000000000000888,0.9000000000000000222
25,1,45,12,0,0,1,1.0037817340671186805,0.54038461411285987346,115,1,1.1000000000000000888,0.9000000000000000222
26,1,28,9,0,0,1,0.97842438435667289376,-2.6851635876019783744,115,1,1.1000000000000000888,0.9000000000000000222
27,1,69,13,0,0,1,0.95429951873113516569,-5.8605017963685597238,115,1,1.1000000000000000888,0.9000000000000000222
33,1,55,6,0,0,1,1.0360178442789740316,-11.719483064021508412,115,1,1.1000000000000000888,0.9000000000000000222
34,1,0,0,0,0,1,1.0661860366737092587,-7.5595504772751533906,345,1,1.1000000000000000888,0.9000000000000000222
35,1,0,0,0,0,1,0.99606566119953143801,-24.433040192512464728,115,1,1.1000000000000000888,0.9000000000000000222
36,1,0,0,0,0,1,1.0300357306636072074,-21.392583221744935429,230,1,1.1000000000000000888,0.9000000000000000222
37,1,85,32,0,0,1,1.0207512842981449896,-10.971475814788687941,115,1,1.1000000000000000888,0.9000000000000000222
38,1,155,18,0,0,1,1.0302316252692678145,-12.238996455393447604,115,1,1.1000000000000000888,0.9000000000000000222
39,1,0,0,0,0,1,1.0816326836155649715,-5.5329035556891259517,345,1,1.1000000000000000888,0.9000000000000000222
40,1,46,-21,0,0,1,1.0305596429722676532,-12.484199135910175826,115,1,1.1000000000000000888,0.9000000000000000222
41,1,86,0,0,0,1,1.0405365187637427571,-10.203342851821213699,115,1,1.1000000000000000888,0.9000000000000000222
42,1,0,0,0,0,1,1.0714154750923792214,-7.075927630706697613,345,1,1.1000000000000000888,0.9000000000000000222
43,1,39,9,0,0,1,1.0135955902566469167,-16.212492809392564652,115,1,1.1000000000000000888,0.9000000000000000222
44,1,195,29,0,0,1,1.0247336942503806334,-16.747247261299531118,115,1,1.1000000000000000888,0.9000000000000000222
45,1,0,0,0,0,1,1.055950097678975963,-14.058987363483183231,230,1,1.1000000000000000888,0.9000000000000000222
46,1,0,0,0,0,1,1.0548862431109731208,-11.120597096675261639,345,1,1.1000000000000000888,0.9000000000000000222
47,1,58,11.800000000000000711,0,0,1,0.99748928730156272149,-22.201909967768152399,115,1,1.1000000000000000888,0.9000000000000000222
48,1,41,19,0,0,1,1.0161674205228281576,-15.685464361931156674,115,1,1.1000000000000000888,0.9000000000000000222
