,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.05,1.032862316061723,1.000267340004633,0.9855734802632758,1.0315937979403271,1.0035663303967834,0.96,0.9,1.0100000000000002,0.93,0.0,0.02,0.3558954565455071,0.470299350325616,0.25,0.0,0.0,9078.142571888424,4.768371586472142e-08,0.0,0.0,5.999039130647432e-30,0.0,9078.190255604288
1,1.05,1.0299846787935083,1.0170086465694526,0.9980729144591188,1.0391819427453488,1.0197193342380313,0.97,0.94,1.0300000000000002,0.96,0.03,0.03,0.3537045207626893,0.503994238087668,0.25,0.001627487814657,0.0,9005.326457762822,4.768371586472142e-08,0.0,0.0,2.323895383969241e-28,0.0,9005.374141478685
2,1.0499751337008425,1.0299481333664893,0.992304211991754,1.0045069467523722,1.05,1.0431527339096178,0.97,1.0500000000000005,0.99,0.9,0.02,0.02,0.3534779195204734,0.2612511458152843,0.5029639119694083,0.0,0.0,9030.435305405786,4.768371586472142e-08,0.0,0.0,1.1998078261294864e-29,0.0,9030.48298912165
3,1.05,1.0293083200735549,1.0092077944545528,1.0026269475163017,1.05,1.05,0.98,0.96,0.99,0.94,0.03,0.05,0.3502519466289931,0.5000322199286877,0.25,0.0,1.759433928242411e-05,8991.569757012438,1.4305114737211968e-07,0.0,0.0,1.1715947299855224e-28,0.0,8991.71280815981
4,1.05,1.0250547880776788,1.01520749550221,1.05,1.05,1.05,1.06,1.04,0.98,0.97,0.05,0.02,0.3526612267145279,0.0,0.5363897649428115,0.25,0.0021400528648051,9101.420187060216,1.9073486345888568e-07,0.3137403540280779,0.0,6.963742930737601e-30,0.0,9415.351275951753
5,1.0482162637351016,1.0284397832124148,0.9772232795073592,0.9915624724984486,1.0350743905347768,1.034362719490704,0.98,0.91,1.0,0.9,0.02,0.04,0.356816572183771,0.0038450041737514,0.7651149184015986,0.0,0.0,9115.997966391757,0.0,0.0,0.0,2.999519565323716e-29,0.0,9115.997966391757
6,1.05,1.0313972447864668,0.9907940477368876,0.999400673063421,1.0316405309489305,1.049984277711826,1.0300000000000002,0.9,0.97,0.95,0.02,0.05,0.3510562284667633,0.2523517813705003,0.500142237889512,0.0,0.0,9015.529845002417,4.768371586472142e-08,0.0,0.0,6.963742930737601e-30,0.0,9015.57752871828
7,1.05,1.0286830028755245,1.0141496439433424,0.9937754657847748,1.05,1.0443646742255808,0.94,1.06,0.99,0.93,0.05,0.04,0.3494873579926937,0.7503581402790104,0.0,0.0,0.0,9036.334203444738,9.536743195148745e-08,0.0,0.0,2.4960860322679897e-29,0.0,9036.42957087669
8,1.05,1.0312827047950757,1.0143659116804145,0.9943923812215713,1.05,1.039642675454183,1.0,0.93,0.97,0.93,0.0,0.05,0.3512675390144347,0.7494395495899397,0.0,0.0,2.5021978299087444e-06,9035.455916317504,9.536743150739825e-08,0.0,0.0,9.647038000901699e-31,0.0,9035.551283749011
9,1.02598034340393,1.008333428117981,0.9733325482940351,0.9568233253494288,1.029099939577666,1.025,0.93,0.93,0.93,0.9,0.02,0.03,0.3545165643077663,0.2232760907086614,0.5059650720963036,0.0,0.0513462349315957,9141.556886872788,0.0,0.0387740186658063,0.0,1.221938083291095e-28,0.0,9180.330905538594
